bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry,index_right,source,id,name
way/110506713-220,220,f,Substation,f,way/110506713,2.1857491513082192,41.56793386342779,ES,POINT (2.1857491513082192 41.56793386342779),15.0,https://simplemaps.com,ESB,Barcelona
way/111402009-220,220,f,Substation,f,way/111402009,2.320224016892736,41.58775666999432,ES,POINT (2.3202240168927357 41.58775666999432),15.0,https://simplemaps.com,ESB,Barcelona
way/111584995-220,220,f,Substation,f,way/111584995,2.4706774800878257,41.70664335612036,ES,POINT (2.4706774800878257 41.70664335612036),15.0,https://simplemaps.com,ESB,Barcelona
way/1141933143-220,220,f,Substation,f,way/1141933143,-3.585958378826513,43.34032043709073,ES,POINT (-3.5859583788265135 43.34032043709073),44.0,https://simplemaps.com,ESS,Cantabria
way/1141933143-400,400,f,Substation,f,way/1141933143,-3.585744892047391,43.34054284376061,ES,POINT (-3.585744892047391 43.34054284376061),44.0,https://simplemaps.com,ESS,Cantabria
way/1141937282-220,220,f,Substation,f,way/1141937282,-3.5238308342229216,43.39246217621727,ES,POINT (-3.5238308342229216 43.392462176217265),44.0,https://simplemaps.com,ESS,Cantabria
way/1153834517-400,400,f,Substation,f,way/1153834517,-4.20878322222024,40.80267659002041,ES,POINT (-4.20878322222024 40.80267659002041),51.0,https://simplemaps.com,ESSG,Segovia
way/1154224087-220,220,f,Substation,f,way/1154224087,-0.3580671869900779,42.51624315005191,ES,POINT (-0.358067186990078 42.51624315005191),4.0,https://simplemaps.com,ESHU,Huesca
way/1154224087-225,225,f,Substation,f,way/1154224087,-0.3578446586985714,42.51645897245767,ES,POINT (-0.3578446586985714 42.51645897245767),4.0,https://simplemaps.com,ESHU,Huesca
way/115680075-220,220,f,Substation,f,way/115680075,-2.6036504939015184,42.883816609996046,ES,POINT (-2.6036504939015184 42.883816609996046),8.0,https://simplemaps.com,ESVI,Álava
way/115680075-400,400,f,Substation,f,way/115680075,-2.6034348145661115,42.8840370775326,ES,POINT (-2.6034348145661115 42.8840370775326),8.0,https://simplemaps.com,ESVI,Álava
way/1164100996-220,220,f,Substation,f,way/1164100996,-6.496052391979641,38.7577213289652,ES,POINT (-6.496052391979641 38.7577213289652),16.0,https://simplemaps.com,ESBA,Badajoz
way/1164184948-220,220,f,Substation,f,way/1164184948,-6.433276096053198,38.74879791019692,ES,POINT (-6.433276096053198 38.74879791019692),16.0,https://simplemaps.com,ESBA,Badajoz
way/1165661175-220,220,f,Substation,f,way/1165661175,-7.06268397465624,38.73795153470282,ES,POINT (-7.06268397465624 38.73795153470282),16.0,https://simplemaps.com,ESBA,Badajoz
way/1167713589-220,220,f,Substation,f,way/1167713589,-0.4188661658634077,41.1727089144005,ES,POINT (-0.4188661658634077 41.1727089144005),13.0,https://simplemaps.com,ESTE,Teruel
way/1168603539-220,220,f,Substation,f,way/1168603539,-6.7449839299205125,39.830272243510144,ES,POINT (-6.7449839299205125 39.830272243510144),17.0,https://simplemaps.com,ESCC,Cáceres
way/1168861008-400,400,f,Substation,f,way/1168861008,-5.406746865146815,39.91365361857051,ES,POINT (-5.406746865146815 39.91365361857051),17.0,https://simplemaps.com,ESCC,Cáceres
way/1169740285-220,220,f,Substation,f,way/1169740285,-0.6998868269127825,37.974128381783125,ES,POINT (-0.6998868269127825 37.974128381783125),36.0,https://simplemaps.com,ESA,Alicante
way/1172185252-400,400,f,Substation,f,way/1172185252,-6.589150842750473,38.23793178137158,ES,POINT (-6.589150842750473 38.23793178137158),16.0,https://simplemaps.com,ESBA,Badajoz
way/1175485497-220,220,f,Substation,f,way/1175485497,-3.29920847747328,39.34663906147316,ES,POINT (-3.2992084774732793 39.34663906147316),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/1175633701-220,220,f,Substation,f,way/1175633701,-3.313497285955856,39.079965485480166,ES,POINT (-3.313497285955856 39.079965485480166),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/118057369-220,220,f,Substation,f,way/118057369,-4.85836263833131,42.82183198380349,ES,POINT (-4.85836263833131 42.821831983803484),45.0,https://simplemaps.com,ESP,Palencia
way/118057369-400,400,f,Substation,f,way/118057369,-4.858155389288789,42.822056951353375,ES,POINT (-4.858155389288789 42.822056951353375),45.0,https://simplemaps.com,ESP,Palencia
way/1183902141-220,220,f,Substation,f,way/1183902141,-6.555161102693315,38.78325264038072,ES,POINT (-6.555161102693315 38.78325264038072),16.0,https://simplemaps.com,ESBA,Badajoz
way/118641117-220,220,f,Substation,f,way/118641117,-4.26111989853647,42.868030028537845,ES,POINT (-4.26111989853647 42.868030028537845),45.0,https://simplemaps.com,ESP,Palencia
way/1194027525-220,220,f,Substation,f,way/1194027525,-2.5362604325149127,39.94994976708367,ES,POINT (-2.5362604325149127 39.949949767083666),39.0,https://simplemaps.com,ESCU,Cuenca
way/1218840771-400,400,f,Substation,f,way/1218840771,-8.251069268061226,42.74680839799249,ES,POINT (-8.251069268061226 42.74680839799249),27.0,https://simplemaps.com,ESPO,Pontevedra
way/1232240349-220,220,f,Substation,f,way/1232240349,-4.714351790065522,41.525471209731656,ES,POINT (-4.714351790065522 41.525471209731656),33.0,https://simplemaps.com,ESVA,Valladolid
way/1237353930-220,220,f,Substation,f,way/1237353930,-0.996000317335334,41.123198352570576,ES,POINT (-0.996000317335334 41.123198352570576),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1240967180-400,400,f,Substation,f,way/1240967180,-2.74926465604073,43.23596813103784,ES,POINT (-2.74926465604073 43.235968131037836),5.0,https://simplemaps.com,ESBI,Bizkaia
way/124121964-220,220,f,Substation,f,way/124121964,2.0095473817207488,41.47322669800983,ES,POINT (2.0095473817207488 41.473226698009825),15.0,https://simplemaps.com,ESB,Barcelona
way/124121964-400,400,f,Substation,f,way/124121964,2.0097745701320204,41.47343749618338,ES,POINT (2.0097745701320204 41.47343749618338),15.0,https://simplemaps.com,ESB,Barcelona
way/1242272378-220,220,f,Substation,f,way/1242272378,-5.087028493836558,42.93182761340272,ES,POINT (-5.087028493836558 42.931827613402724),30.0,https://simplemaps.com,ESLE,León
way/1243143644-220,220,f,Substation,f,way/1243143644,-5.809970778341451,43.27343381876398,ES,POINT (-5.809970778341451 43.27343381876398),43.0,https://simplemaps.com,ESO,Asturias
way/1245361619-220,220,f,Substation,f,way/1245361619,-3.48075225652824,38.99560526269829,ES,POINT (-3.48075225652824 38.995605262698284),21.0,https://simplemaps.com,ESCR,Ciudad Real
way/1245390527-220,220,f,Substation,f,way/1245390527,-6.920242732800845,42.41437944951012,ES,POINT (-6.920242732800845 42.414379449510115),25.0,https://simplemaps.com,ESOR,Orense
way/1246090890-220,220,f,Substation,f,way/1246090890,0.6685349823800105,41.6118989459027,ES,POINT (0.6685349823800105 41.6118989459027),11.0,https://simplemaps.com,ESL,Lérida
way/1246115410-220,220,f,Substation,f,way/1246115410,-6.339569072949729,39.6053002162528,ES,POINT (-6.339569072949729 39.6053002162528),17.0,https://simplemaps.com,ESCC,Cáceres
way/1246115410-400,400,f,Substation,f,way/1246115410,-6.339375317439174,39.60552842664343,ES,POINT (-6.339375317439174 39.60552842664343),17.0,https://simplemaps.com,ESCC,Cáceres
way/1246916016-400,400,f,Substation,f,way/1246916016,-6.1603532163035055,38.286548212011965,ES,POINT (-6.1603532163035055 38.286548212011965),16.0,https://simplemaps.com,ESBA,Badajoz
way/1252094933-400,400,f,Substation,f,way/1252094933,-3.2974338291185514,40.464414932858034,ES,POINT (-3.2974338291185514 40.464414932858034),50.0,https://simplemaps.com,ESM,Madrid
way/1252105002-220,220,f,Substation,f,way/1252105002,-3.5080011535250506,40.44384936801609,ES,POINT (-3.5080011535250506 40.44384936801609),50.0,https://simplemaps.com,ESM,Madrid
way/1252171502-220,220,f,Substation,f,way/1252171502,-3.883517286703946,40.340940019307006,ES,POINT (-3.8835172867039467 40.340940019307006),50.0,https://simplemaps.com,ESM,Madrid
way/1252514183-220,220,f,Substation,f,way/1252514183,1.2128150675468914,42.49597111983618,ES,POINT (1.2128150675468914 42.495971119836184),11.0,https://simplemaps.com,ESL,Lérida
way/1254646680-220,220,f,Substation,f,way/1254646680,-2.2002002136273098,41.95356480262343,ES,POINT (-2.2002002136273098 41.953564802623426),9.0,https://simplemaps.com,ESSO,Soria
way/1255236015-220,220,f,Substation,f,way/1255236015,1.85495084965989,42.17432011111719,ES,POINT (1.85495084965989 42.17432011111719),15.0,https://simplemaps.com,ESB,Barcelona
way/1257151190-220,220,f,Substation,f,way/1257151190,2.217919503445512,41.51153392119737,ES,POINT (2.2179195034455113 41.51153392119737),15.0,https://simplemaps.com,ESB,Barcelona
way/1258994984-220,220,f,Substation,f,way/1258994984,-0.4023749480672789,39.18494711546046,ES,POINT (-0.4023749480672789 39.18494711546046),35.0,https://simplemaps.com,ESV,Valencia
way/1259370155-220,220,f,Substation,f,way/1259370155,-0.2676834088693777,39.672185713964815,ES,POINT (-0.2676834088693777 39.672185713964815),35.0,https://simplemaps.com,ESV,Valencia
way/1259647174-220,220,f,Substation,f,way/1259647174,-0.5010927261140016,39.45170334858882,ES,POINT (-0.5010927261140016 39.45170334858882),35.0,https://simplemaps.com,ESV,Valencia
way/126100935-220,220,f,Substation,f,way/126100935,2.076521166700494,41.48693394701849,ES,POINT (2.076521166700494 41.48693394701849),15.0,https://simplemaps.com,ESB,Barcelona
way/1262644008-220,220,f,Substation,f,way/1262644008,-0.7893439582048845,41.57028334954154,ES,POINT (-0.7893439582048845 41.57028334954154),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1262722032-220,220,f,Substation,f,way/1262722032,-5.423751577113939,36.18345281708882,ES,POINT (-5.423751577113939 36.18345281708882),23.0,https://simplemaps.com,ESCA,Cádiz
way/1262722032-400,400,f,Substation,f,way/1262722032,-5.4235622514690185,36.18367991357844,ES,POINT (-5.4235622514690185 36.18367991357844),23.0,https://simplemaps.com,ESCA,Cádiz
way/1262722037-220,220,f,Substation,f,way/1262722037,-5.388294458157954,36.18334878323903,ES,POINT (-5.388294458157954 36.183348783239026),23.0,https://simplemaps.com,ESCA,Cádiz
way/1262731213-220,220,f,Substation,f,way/1262731213,-5.412339451502056,36.24792037813444,ES,POINT (-5.412339451502056 36.24792037813444),23.0,https://simplemaps.com,ESCA,Cádiz
way/1262731213-400,400,f,Substation,f,way/1262731213,-5.412149960058573,36.2481474391603,ES,POINT (-5.412149960058573 36.2481474391603),23.0,https://simplemaps.com,ESCA,Cádiz
way/1263526773-220,220,f,Substation,f,way/1263526773,-0.930258790066678,41.343316129997504,ES,POINT (-0.9302587900666781 41.343316129997504),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1266061513-220,220,f,Substation,f,way/1266061513,-1.3505403278747463,41.65758719185945,ES,POINT (-1.3505403278747465 41.65758719185945),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1266061515-220,220,f,Substation,f,way/1266061515,-1.2876139976755363,41.696882925518665,ES,POINT (-1.2876139976755363 41.696882925518665),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1266081844-220,220,f,Substation,f,way/1266081844,-1.380919630562252,41.8464816128671,ES,POINT (-1.380919630562252 41.8464816128671),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1266081844-400,400,f,Substation,f,way/1266081844,-1.3807028126415624,41.84669967448275,ES,POINT (-1.3807028126415624 41.84669967448275),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1266109989-400,400,f,Substation,f,way/1266109989,0.5053048305593073,41.38837878094175,ES,POINT (0.5053048305593073 41.38837878094175),11.0,https://simplemaps.com,ESL,Lérida
way/1267694217-400,400,f,Substation,f,way/1267694217,-6.369439150764066,39.095147553849785,ES,POINT (-6.369439150764066 39.095147553849785),16.0,https://simplemaps.com,ESBA,Badajoz
way/1267909080-220,220,f,Substation,f,way/1267909080,-1.615498016111122,42.05046131040663,ES,POINT (-1.615498016111122 42.05046131040663),2.0,https://simplemaps.com,ESNA,Navarra
way/126881765-400,400,f,Substation,f,way/126881765,-0.1953527592113609,40.610893213705566,ES,POINT (-0.1953527592113609 40.610893213705566),34.0,https://simplemaps.com,ESCS,Castellón
way/126987023-220,220,f,Substation,f,way/126987023,-0.5610769554380434,39.25029323713943,ES,POINT (-0.5610769554380434 39.25029323713943),35.0,https://simplemaps.com,ESV,Valencia
way/126987023-400,400,f,Substation,f,way/126987023,-0.5608650181115681,39.250509955859656,ES,POINT (-0.5608650181115681 39.250509955859656),35.0,https://simplemaps.com,ESV,Valencia
way/1271688035-220,220,f,Substation,f,way/1271688035,-6.440567439464713,39.52318547325755,ES,POINT (-6.440567439464713 39.52318547325755),17.0,https://simplemaps.com,ESCC,Cáceres
way/1271688038-220,220,f,Substation,f,way/1271688038,-6.550784277758553,39.45925027279689,ES,POINT (-6.550784277758553 39.45925027279689),17.0,https://simplemaps.com,ESCC,Cáceres
way/1272548315-400,400,f,Substation,f,way/1272548315,-3.820468578332055,42.322679807953214,ES,POINT (-3.8204685783320547 42.322679807953214),10.0,https://simplemaps.com,ESBU,Burgos
way/1273759380-220,220,f,Substation,f,way/1273759380,-6.384826417069664,37.342415758961,ES,POINT (-6.384826417069664 37.342415758961),18.0,https://simplemaps.com,ESH,Huelva
way/127528728-220,220,f,Substation,f,way/127528728,-0.2215415923150988,39.79358162900151,ES,POINT (-0.2215415923150989 39.79358162900151),34.0,https://simplemaps.com,ESCS,Castellón
way/127528769-220,220,f,Substation,f,way/127528769,-0.4565108630126003,39.82743889318401,ES,POINT (-0.4565108630126004 39.82743889318401),34.0,https://simplemaps.com,ESCS,Castellón
way/1275359449-220,220,f,Substation,f,way/1275359449,-2.8300521968519026,40.36465320262247,ES,POINT (-2.8300521968519026 40.36465320262247),49.0,https://simplemaps.com,ESGU,Guadalajara
way/127605081-220,220,f,Substation,f,way/127605081,-0.0865482624438743,40.00334389678576,ES,POINT (-0.0865482624438744 40.00334389678576),34.0,https://simplemaps.com,ESCS,Castellón
way/1277630152-220,220,f,Substation,f,way/1277630152,-2.0844898540369243,39.63830816463005,ES,POINT (-2.0844898540369243 39.638308164630054),39.0,https://simplemaps.com,ESCU,Cuenca
way/1277630152-400,400,f,Substation,f,way/1277630152,-2.0842817955422825,39.63852799591042,ES,POINT (-2.0842817955422825 39.63852799591042),39.0,https://simplemaps.com,ESCU,Cuenca
way/127787669-400,400,f,Substation,f,way/127787669,-0.2805055592536858,41.21730760131321,ES,POINT (-0.2805055592536859 41.21730760131321),13.0,https://simplemaps.com,ESTE,Teruel
way/128873801-220,220,f,Substation,f,way/128873801,-0.8745653373946484,37.74164597586905,ES,POINT (-0.8745653373946484 37.74164597586905),37.0,https://simplemaps.com,ESMU,Murcia
way/129441519-220,220,f,Substation,f,way/129441519,-1.188113198570843,37.94059508980623,ES,POINT (-1.188113198570843 37.94059508980623),37.0,https://simplemaps.com,ESMU,Murcia
way/129441519-400,400,f,Substation,f,way/129441519,-1.187906764555258,37.94081335941252,ES,POINT (-1.1879067645552581 37.94081335941252),37.0,https://simplemaps.com,ESMU,Murcia
way/129767234-220,220,f,Substation,f,way/129767234,0.2769235418699664,41.3680716843402,ES,POINT (0.2769235418699664 41.3680716843402),6.0,https://simplemaps.com,ESZ,Zaragoza
way/129767234-400,400,f,Substation,f,way/129767234,0.2771445568223352,41.368286290965074,ES,POINT (0.2771445568223352 41.368286290965074),6.0,https://simplemaps.com,ESZ,Zaragoza
way/1308518194-220,220,f,Substation,f,way/1308518194,-3.5519270418072626,40.59284714770696,ES,POINT (-3.5519270418072626 40.59284714770696),50.0,https://simplemaps.com,ESM,Madrid
way/1308895546-220,220,f,Substation,f,way/1308895546,-6.072884802332265,37.566368286983646,ES,POINT (-6.072884802332265 37.566368286983646),19.0,https://simplemaps.com,ESSE,Sevilla
way/1312242525-220,220,f,Substation,f,way/1312242525,-6.101228114383754,36.547867295280064,ES,POINT (-6.101228114383754 36.547867295280064),23.0,https://simplemaps.com,ESCA,Cádiz
way/131323212,250,t,Substation,f,way/131323212,2.506369933096324,39.53390099135345,ES,POINT (2.5063699330963236 39.53390099135345),48.0,https://simplemaps.com,ESPM,Baleares
way/1316657449-220,220,f,Substation,f,way/1316657449,-6.065380116469296,36.69763743751788,ES,POINT (-6.065380116469296 36.697637437517876),23.0,https://simplemaps.com,ESCA,Cádiz
way/1316855580-220,220,f,Substation,f,way/1316855580,-5.94491649958131,37.314639535839696,ES,POINT (-5.94491649958131 37.314639535839696),19.0,https://simplemaps.com,ESSE,Sevilla
way/1328740428-220,220,f,Substation,f,way/1328740428,-5.702751657273075,37.25439186970985,ES,POINT (-5.702751657273075 37.25439186970985),19.0,https://simplemaps.com,ESSE,Sevilla
way/134884956-400,400,f,Substation,f,way/134884956,-6.733544834486647,41.0172082567028,ES,POINT (-6.733544834486647 41.017208256702794),31.0,https://simplemaps.com,ESSA,Salamanca
way/135457230-400,400,f,Substation,f,way/135457230,-8.208092991766629,41.868188812881314,ES,POINT (-8.208092991766629 41.868188812881314),25.0,https://simplemaps.com,ESOR,Orense
way/138785995-220,220,f,Substation,f,way/138785995,-6.831135057567849,42.41697101612723,ES,POINT (-6.831135057567849 42.41697101612723),25.0,https://simplemaps.com,ESOR,Orense
way/139280545-220,220,f,Substation,f,way/139280545,2.744364956362673,39.60026674519458,ES,POINT (2.7443649563626735 39.60026674519458),48.0,https://simplemaps.com,ESPM,Baleares
way/139280769-220,220,f,Substation,f,way/139280769,3.039487563189547,39.67375423676344,ES,POINT (3.039487563189547 39.673754236763436),48.0,https://simplemaps.com,ESPM,Baleares
way/140011919-400,400,f,Substation,f,way/140011919,0.8790477667719331,40.97609134480337,ES,POINT (0.8790477667719331 40.97609134480337),12.0,https://simplemaps.com,EST,Tarragona
way/140743482-220,220,f,Substation,f,way/140743482,-7.768431907103642,42.62536977226805,ES,POINT (-7.768431907103642 42.62536977226805),29.0,https://simplemaps.com,ESLU,Lugo
way/140781473-220,220,f,Substation,f,way/140781473,-7.713507966758893,42.62637761517872,ES,POINT (-7.713507966758893 42.62637761517872),29.0,https://simplemaps.com,ESLU,Lugo
way/143044526-220,220,f,Substation,f,way/143044526,2.701702863520901,39.54738247053605,ES,POINT (2.7017028635209015 39.54738247053605),,,,
way/143207685-220,220,f,Substation,f,way/143207685,-0.7418724082235517,41.72160254676143,ES,POINT (-0.7418724082235517 41.72160254676143),6.0,https://simplemaps.com,ESZ,Zaragoza
way/143207685-400,400,f,Substation,f,way/143207685,-0.7416537624696634,41.721819281204375,ES,POINT (-0.7416537624696634 41.721819281204375),6.0,https://simplemaps.com,ESZ,Zaragoza
way/143207686-220,220,f,Substation,f,way/143207686,-0.8468446650680767,41.74218400162698,ES,POINT (-0.8468446650680767 41.74218400162698),6.0,https://simplemaps.com,ESZ,Zaragoza
way/143293789-220,220,f,Substation,f,way/143293789,3.1586676518835217,39.58203721783313,ES,POINT (3.1586676518835217 39.58203721783313),48.0,https://simplemaps.com,ESPM,Baleares
way/143483652-220,220,f,Substation,f,way/143483652,-8.113678063821851,42.2916234637938,ES,POINT (-8.113678063821851 42.2916234637938),25.0,https://simplemaps.com,ESOR,Orense
way/143483653-220,220,f,Substation,f,way/143483653,-8.26932775946293,42.26108921159967,ES,POINT (-8.26932775946293 42.26108921159967),25.0,https://simplemaps.com,ESOR,Orense
way/143483666-220,220,f,Substation,f,way/143483666,-8.05742366706939,42.25611757851288,ES,POINT (-8.05742366706939 42.25611757851288),25.0,https://simplemaps.com,ESOR,Orense
way/143483666-400,400,f,Substation,f,way/143483666,-8.05722975853296,42.25634860947658,ES,POINT (-8.05722975853296 42.25634860947658),25.0,https://simplemaps.com,ESOR,Orense
way/144116982-220,220,f,Substation,f,way/144116982,-4.7431661016409725,41.91545871754551,ES,POINT (-4.7431661016409725 41.915458717545505),45.0,https://simplemaps.com,ESP,Palencia
way/144116983-220,220,f,Substation,f,way/144116983,-4.789124776822151,41.85742136302959,ES,POINT (-4.789124776822151 41.85742136302959),45.0,https://simplemaps.com,ESP,Palencia
way/144138407-220,220,f,Substation,f,way/144138407,-4.679086483930032,41.64361449054584,ES,POINT (-4.679086483930032 41.64361449054584),33.0,https://simplemaps.com,ESVA,Valladolid
way/144138410-220,220,f,Substation,f,way/144138410,-4.812936979529758,41.638630606426936,ES,POINT (-4.812936979529758 41.638630606426936),33.0,https://simplemaps.com,ESVA,Valladolid
way/144138420-400,400,f,Substation,f,way/144138420,-4.72690575798965,41.3202293602993,ES,POINT (-4.72690575798965 41.3202293602993),33.0,https://simplemaps.com,ESVA,Valladolid
way/144156731-220,220,f,Substation,f,way/144156731,-7.848733469668658,42.35781046410836,ES,POINT (-7.848733469668658 42.35781046410836),25.0,https://simplemaps.com,ESOR,Orense
way/144233436-220,220,f,Substation,f,way/144233436,-8.193146977590409,42.15379445391893,ES,POINT (-8.193146977590409 42.153794453918934),25.0,https://simplemaps.com,ESOR,Orense
way/144297377-220,220,f,Substation,f,way/144297377,-8.643970006586581,42.58514607897323,ES,POINT (-8.643970006586581 42.58514607897323),27.0,https://simplemaps.com,ESPO,Pontevedra
way/144297421-220,220,f,Substation,f,way/144297421,-8.266295492756418,42.60724229152102,ES,POINT (-8.266295492756418 42.60724229152102),27.0,https://simplemaps.com,ESPO,Pontevedra
way/144297423-220,220,f,Substation,f,way/144297423,-8.2064853754997,42.54993175152333,ES,POINT (-8.2064853754997 42.54993175152333),27.0,https://simplemaps.com,ESPO,Pontevedra
way/144297424-220,220,f,Substation,f,way/144297424,-8.158878944112086,42.39771463110896,ES,POINT (-8.158878944112086 42.397714631108954),25.0,https://simplemaps.com,ESOR,Orense
way/144297426-220,220,f,Substation,f,way/144297426,-8.36742927532981,42.49011467442892,ES,POINT (-8.36742927532981 42.49011467442892),27.0,https://simplemaps.com,ESPO,Pontevedra
way/144297435-220,220,f,Substation,f,way/144297435,-8.158667775887091,42.74174907207106,ES,POINT (-8.158667775887091 42.74174907207106),27.0,https://simplemaps.com,ESPO,Pontevedra
way/144297438-220,220,f,Substation,f,way/144297438,-8.18969991824941,42.85368451490676,ES,POINT (-8.18969991824941 42.85368451490676),28.0,https://simplemaps.com,ESC,La Coruña
way/144306676-220,220,f,Substation,f,way/144306676,-8.845453576593286,42.83250390918805,ES,POINT (-8.845453576593286 42.83250390918805),28.0,https://simplemaps.com,ESC,La Coruña
way/144312477-220,220,f,Substation,f,way/144312477,-9.048322339712133,43.10131689741052,ES,POINT (-9.048322339712133 43.10131689741052),28.0,https://simplemaps.com,ESC,La Coruña
way/144312479-220,220,f,Substation,f,way/144312479,-9.030267556231696,42.89137583380583,ES,POINT (-9.030267556231696 42.89137583380583),28.0,https://simplemaps.com,ESC,La Coruña
way/144312481-220,220,f,Substation,f,way/144312481,-9.085258478627278,42.98213182233221,ES,POINT (-9.085258478627278 42.98213182233221),28.0,https://simplemaps.com,ESC,La Coruña
way/144313407-220,220,f,Substation,f,way/144313407,-6.273778948693206,41.9973238940156,ES,POINT (-6.273778948693206 41.9973238940156),26.0,https://simplemaps.com,ESZA,Zamora
way/144327151-220,220,f,Substation,f,way/144327151,-6.089221151873919,41.49093846815859,ES,POINT (-6.089221151873919 41.49093846815859),26.0,https://simplemaps.com,ESZA,Zamora
way/144327157-220,220,f,Substation,f,way/144327157,-6.487682370964176,41.255006187982765,ES,POINT (-6.487682370964176 41.255006187982765),31.0,https://simplemaps.com,ESSA,Salamanca
way/144327157-400,400,f,Substation,f,way/144327157,-6.487485198800892,41.2552344455949,ES,POINT (-6.487485198800892 41.2552344455949),31.0,https://simplemaps.com,ESSA,Salamanca
way/144385735-220,220,f,Substation,f,way/144385735,-6.353517962832667,41.38307764914641,ES,POINT (-6.353517962832667 41.38307764914641),26.0,https://simplemaps.com,ESZA,Zamora
way/144385776-220,220,f,Substation,f,way/144385776,-6.266424799178109,41.4885513709885,ES,POINT (-6.266424799178109 41.4885513709885),26.0,https://simplemaps.com,ESZA,Zamora
way/144487932-220,220,f,Substation,f,way/144487932,-5.820496843842776,36.67138695953354,ES,POINT (-5.8204968438427755 36.67138695953354),23.0,https://simplemaps.com,ESCA,Cádiz
way/144487932-400,400,f,Substation,f,way/144487932,-5.820307750758306,36.67161471207318,ES,POINT (-5.820307750758306 36.67161471207318),23.0,https://simplemaps.com,ESCA,Cádiz
way/144767090-220,220,f,Substation,f,way/144767090,-6.703228085517992,38.32027141969883,ES,POINT (-6.703228085517992 38.32027141969883),16.0,https://simplemaps.com,ESBA,Badajoz
way/144767090-400,400,f,Substation,f,way/144767090,-6.703038383092075,38.32050052253374,ES,POINT (-6.703038383092075 38.32050052253374),16.0,https://simplemaps.com,ESBA,Badajoz
way/144767096-400,400,f,Substation,f,way/144767096,-6.197887517607821,38.31705244389851,ES,POINT (-6.197887517607821 38.31705244389851),16.0,https://simplemaps.com,ESBA,Badajoz
way/144777809-220,220,f,Substation,f,way/144777809,-0.1780727342297016,39.92860732931517,ES,POINT (-0.1780727342297017 39.92860732931517),34.0,https://simplemaps.com,ESCS,Castellón
way/144778677-220,220,f,Substation,f,way/144778677,-6.800530331065128,38.71500527169301,ES,POINT (-6.8005303310651275 38.71500527169301),16.0,https://simplemaps.com,ESBA,Badajoz
way/144778695-220,220,f,Substation,f,way/144778695,-6.822624749842433,38.82248859229833,ES,POINT (-6.822624749842433 38.82248859229833),16.0,https://simplemaps.com,ESBA,Badajoz
way/144778698-220,220,f,Substation,f,way/144778698,-6.838193081515623,38.81250388857494,ES,POINT (-6.838193081515623 38.81250388857494),16.0,https://simplemaps.com,ESBA,Badajoz
way/144787749-220,220,f,Substation,f,way/144787749,-5.843563407583616,37.245082052257416,ES,POINT (-5.843563407583616 37.245082052257416),19.0,https://simplemaps.com,ESSE,Sevilla
way/144787749-400,400,f,Substation,f,way/144787749,-5.843373201674448,37.24530973489036,ES,POINT (-5.843373201674448 37.24530973489036),19.0,https://simplemaps.com,ESSE,Sevilla
way/144799209-220,220,f,Substation,f,way/144799209,-5.951903762125056,37.350163331286815,ES,POINT (-5.951903762125056 37.350163331286815),19.0,https://simplemaps.com,ESSE,Sevilla
way/144812118-220,220,f,Substation,f,way/144812118,-5.905888295119979,37.29831206099244,ES,POINT (-5.905888295119979 37.29831206099244),19.0,https://simplemaps.com,ESSE,Sevilla
way/144812135-220,220,f,Substation,f,way/144812135,-5.887541739057649,37.36171002431668,ES,POINT (-5.887541739057649 37.36171002431668),19.0,https://simplemaps.com,ESSE,Sevilla
way/144813618-220,220,f,Substation,f,way/144813618,-6.094489025901916,37.34443164950972,ES,POINT (-6.0944890259019155 37.344431649509715),19.0,https://simplemaps.com,ESSE,Sevilla
way/144827711-220,220,f,Substation,f,way/144827711,-6.266145899623573,37.44029306476157,ES,POINT (-6.266145899623573 37.44029306476157),19.0,https://simplemaps.com,ESSE,Sevilla
way/144909709-400,400,f,Substation,f,way/144909709,-1.4457397799047038,37.76564489711118,ES,POINT (-1.4457397799047038 37.76564489711118),37.0,https://simplemaps.com,ESMU,Murcia
way/144909722-400,400,f,Substation,f,way/144909722,-1.9080017073118385,36.97825134156294,ES,POINT (-1.9080017073118385 36.97825134156294),40.0,https://simplemaps.com,ESAL,Almería
way/144909723-400,400,f,Substation,f,way/144909723,-0.9610922997459732,37.6334104129202,ES,POINT (-0.9610922997459731 37.6334104129202),37.0,https://simplemaps.com,ESMU,Murcia
way/144915428-220,220,f,Substation,f,way/144915428,-0.9551003970930492,37.564144152146056,ES,POINT (-0.9551003970930492 37.564144152146056),,,,
way/144915428-400,400,f,Substation,f,way/144915428,-0.9548942107996248,37.564362006711775,ES,POINT (-0.9548942107996249 37.564362006711775),,,,
way/144915438-400,400,f,Substation,f,way/144915438,-0.9416108595117856,37.572775314445295,ES,POINT (-0.9416108595117856 37.572775314445295),37.0,https://simplemaps.com,ESMU,Murcia
