bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry
way/265408693-400,400,f,Substation,f,way/265408693,-0.91904587414593,39.26270615426801,ES,POINT (-0.91904587414593 39.26270615426801)
way/274593968-220,220,f,Substation,f,way/274593968,-3.47877088425102,40.55375574166293,ES,POINT (-3.47877088425102 40.55375574166293)
way/27668869-220,220,f,Substation,f,way/27668869,-4.004902287678125,40.598098243752105,ES,POINT (-4.004902287678125 40.598098243752105)
way/27668869-400,400,f,Substation,f,way/27668869,-4.004698109379068,40.59832180470331,ES,POINT (-4.004698109379068 40.59832180470331)
way/27936937-220,220,f,Substation,f,way/27936937,-3.4430156607329696,40.25599444720263,ES,POINT (-3.4430156607329696 40.255994447202625)
way/27936937-400,400,f,Substation,f,way/27936937,-3.4428104747812154,40.25621693917668,ES,POINT (-3.4428104747812154 40.25621693917668)
way/27937443-220,220,f,Substation,f,way/27937443,-3.57500309295164,40.42231780241927,ES,POINT (-3.57500309295164 40.42231780241927)
way/27949649-220,220,f,Substation,f,way/27949649,-3.8752290992204927,40.25982111661248,ES,POINT (-3.8752290992204927 40.25982111661248)
way/27949649-400,400,f,Substation,f,way/27949649,-3.875025367833037,40.26004446888979,ES,POINT (-3.8750253678330373 40.26004446888979)
way/28048116-220,220,f,Substation,f,way/28048116,-3.776606351397573,40.31372284742524,ES,POINT (-3.7766063513975734 40.31372284742524)
way/28308003-220,220,f,Substation,f,way/28308003,-3.596069806389134,40.56561583089582,ES,POINT (-3.596069806389134 40.56561583089582)
way/28308003-400,400,f,Substation,f,way/28308003,-3.5958643145443245,40.5658385842753,ES,POINT (-3.5958643145443245 40.5658385842753)
way/283348372-400,400,f,Substation,f,way/283348372,-4.339388513313631,40.88082036629113,ES,POINT (-4.339388513313631 40.88082036629113)
way/28343429-220,220,f,Substation,f,way/28343429,-3.482392628327924,40.442297595144055,ES,POINT (-3.482392628327924 40.442297595144055)
way/28400958-220,220,f,Substation,f,way/28400958,-3.705628627128408,40.617067811956616,ES,POINT (-3.7056286271284082 40.617067811956616)
way/28401434-220,220,f,Substation,f,way/28401434,-3.5967286051635474,40.53604208698798,ES,POINT (-3.5967286051635474 40.53604208698798)
way/28491137-220,220,f,Substation,f,way/28491137,-3.644163590149924,40.16281083282416,ES,POINT (-3.6441635901499243 40.162810832824164)
way/28526748-220,220,f,Substation,f,way/28526748,-3.669114654014607,40.342541197151455,ES,POINT (-3.669114654014607 40.342541197151455)
way/28526821-220,220,f,Substation,f,way/28526821,-3.710764749926536,40.27597706568829,ES,POINT (-3.710764749926536 40.27597706568829)
way/28602711-220,220,f,Substation,f,way/28602711,-3.783148643401167,40.34681259773449,ES,POINT (-3.783148643401167 40.34681259773449)
way/28648202-220,220,f,Substation,f,way/28648202,-0.5379155398037991,38.396938139117445,ES,POINT (-0.5379155398037991 38.396938139117445)
way/28683005-220,220,f,Substation,f,way/28683005,-3.9042726953440585,40.34809598395728,ES,POINT (-3.9042726953440585 40.34809598395728)
way/28683005-400,400,f,Substation,f,way/28683005,-3.9040688315148975,40.348319381058246,ES,POINT (-3.9040688315148984 40.348319381058246)
way/28683269-220,220,f,Substation,f,way/28683269,-3.7230583117958753,40.33479896775322,ES,POINT (-3.7230583117958753 40.33479896775322)
way/287274807-220,220,f,Substation,f,way/287274807,-3.597827853016196,40.50963620826744,ES,POINT (-3.597827853016196 40.50963620826744)
way/291666290-220,220,f,Substation,f,way/291666290,-4.078234965863851,43.35698022832664,ES,POINT (-4.078234965863851 43.35698022832664)
way/292277455-220,220,f,Substation,f,way/292277455,-6.799975527578087,38.7871246958221,ES,POINT (-6.799975527578087 38.7871246958221)
way/297387357-220,220,f,Substation,f,way/297387357,-3.765136034472469,40.22247986850331,ES,POINT (-3.765136034472469 40.22247986850331)
way/297609957-220,220,f,Substation,f,way/297609957,-3.620063395740914,40.38889548655243,ES,POINT (-3.620063395740914 40.38889548655243)
way/299287342-220,220,f,Substation,f,way/299287342,-0.1852526406579261,38.982434878267725,ES,POINT (-0.1852526406579262 38.982434878267725)
way/30643892-220,220,f,Substation,f,way/30643892,-3.742116098062192,40.43405761064728,ES,POINT (-3.7421160980621924 40.43405761064728)
way/31110032-220,220,f,Substation,f,way/31110032,-1.843211345880843,43.30489727958398,ES,POINT (-1.843211345880843 43.30489727958398)
way/31110032-225,225,f,Substation,f,way/31110032,-1.8429915627051408,43.30511614019529,ES,POINT (-1.8429915627051412 43.30511614019529)
way/325432908-220,220,f,Substation,f,way/325432908,-3.90886129180893,40.4078048616016,ES,POINT (-3.90886129180893 40.4078048616016)
way/327135068-220,220,f,Substation,f,way/327135068,-3.649724041621004,42.73342041029629,ES,POINT (-3.649724041621004 42.73342041029629)
way/327268322-220,220,f,Substation,f,way/327268322,-2.3124155990233315,37.07078827360258,ES,POINT (-2.3124155990233315 37.07078827360258)
way/327268322-400,400,f,Substation,f,way/327268322,-2.312214793358807,37.07100903223459,ES,POINT (-2.312214793358807 37.07100903223459)
way/329277804-220,220,f,Substation,f,way/329277804,-3.3135752616297185,40.54108407922191,ES,POINT (-3.3135752616297185 40.54108407922191)
way/33771314-220,220,f,Substation,f,way/33771314,-0.5108232171441163,39.55435044040717,ES,POINT (-0.5108232171441163 39.55435044040717)
way/33771314-400,400,f,Substation,f,way/33771314,-0.5106102598559574,39.55456700224459,ES,POINT (-0.5106102598559574 39.55456700224459)
way/338411003-220,220,f,Substation,f,way/338411003,-6.354192583313238,42.50392125978184,ES,POINT (-6.354192583313238 42.50392125978184)
way/338683860-220,220,f,Substation,f,way/338683860,-6.90385693361244,37.19098060338123,ES,POINT (-6.90385693361244 37.19098060338123)
way/340101878-220,220,f,Substation,f,way/340101878,-2.785933205721044,37.17042592730687,ES,POINT (-2.7859332057210437 37.17042592730687)
way/340101879-220,220,f,Substation,f,way/340101879,-2.7017627708415057,37.14399339787328,ES,POINT (-2.7017627708415057 37.14399339787328)
way/340399370-400,400,f,Substation,f,way/340399370,2.9466607665695324,42.23006934571774,ES,POINT (2.9466607665695324 42.23006934571774)
way/34585227-220,220,f,Substation,f,way/34585227,-0.0966385771495845,39.96668325392181,ES,POINT (-0.0966385771495845 39.96668325392181)
way/34585227-400,400,f,Substation,f,way/34585227,-0.0964230822520405,39.96689886861462,ES,POINT (-0.0964230822520406 39.96689886861462)
way/346490586-220,220,f,Substation,f,way/346490586,-3.722855965263727,40.26354523989863,ES,POINT (-3.722855965263727 40.263545239898626)
way/347643820-220,220,f,Substation,f,way/347643820,2.5092145861659554,39.5362341451124,ES,POINT (2.5092145861659554 39.5362341451124)
way/364748213-220,220,f,Substation,f,way/364748213,-4.197480050958325,42.01197569513175,ES,POINT (-4.197480050958325 42.011975695131746)
way/365551344-220,220,f,Substation,f,way/365551344,-3.028187868919244,43.31005139130135,ES,POINT (-3.0281878689192436 43.31005139130135)
way/370803224-220,220,f,Substation,f,way/370803224,0.2119317853634056,42.31306342697809,ES,POINT (0.2119317853634056 42.31306342697809)
way/377631631-220,220,f,Substation,f,way/377631631,-3.846080255627641,43.4408555462053,ES,POINT (-3.846080255627641 43.4408555462053)
way/384888518-220,220,f,Substation,f,way/384888518,-0.9696701589012872,40.79203177505931,ES,POINT (-0.9696701589012873 40.79203177505931)
way/38674256-220,220,f,Substation,f,way/38674256,2.234466456858252,41.427569728630274,ES,POINT (2.234466456858252 41.427569728630274)
way/387673197-220,220,f,Substation,f,way/387673197,1.395490110238968,42.32385047941137,ES,POINT (1.3954901102389679 42.32385047941137)
way/39827901-220,220,f,Substation,f,way/39827901,-0.0150784916803107,39.97839059069449,ES,POINT (-0.0150784916803108 39.97839059069449)
way/398913918-220,220,f,Substation,f,way/398913918,-0.847024818560926,42.0924975936704,ES,POINT (-0.847024818560926 42.0924975936704)
way/398913922-220,220,f,Substation,f,way/398913922,-0.6602782261352598,41.99018937641322,ES,POINT (-0.6602782261352598 41.99018937641322)
way/399055749-220,220,f,Substation,f,way/399055749,1.6580551601426172,41.21018268639212,ES,POINT (1.6580551601426172 41.210182686392116)
way/401804126-400,400,f,Substation,f,way/401804126,-3.462228316869535,43.323609646399504,ES,POINT (-3.462228316869535 43.323609646399504)
way/403150976-220,220,f,Substation,f,way/403150976,-7.207637967509989,37.30712130322236,ES,POINT (-7.207637967509989 37.30712130322236)
way/411107082-220,220,f,Substation,f,way/411107082,-0.5715342523736836,42.21554029430014,ES,POINT (-0.5715342523736836 42.21554029430014)
way/417624897-220,220,f,Substation,f,way/417624897,-0.5829698001813147,41.93405709413688,ES,POINT (-0.5829698001813147 41.93405709413688)
way/419408372-220,220,f,Substation,f,way/419408372,-7.089458551228115,42.392466187034245,ES,POINT (-7.089458551228115 42.392466187034245)
way/420403750-220,220,f,Substation,f,way/420403750,-4.97378841233536,37.04345837499368,ES,POINT (-4.97378841233536 37.043458374993676)
way/43797051-220,220,f,Substation,f,way/43797051,-5.8565139498422685,37.38638188280875,ES,POINT (-5.8565139498422685 37.38638188280875)
way/43842955-220,220,f,Substation,f,way/43842955,-5.887155872590862,43.31362257301628,ES,POINT (-5.887155872590862 43.31362257301628)
way/43842955-400,400,f,Substation,f,way/43842955,-5.88695106917756,43.31384947212288,ES,POINT (-5.88695106917756 43.31384947212288)
way/445989313-220,220,f,Substation,f,way/445989313,-0.7568777231862706,38.37454258948152,ES,POINT (-0.7568777231862706 38.37454258948152)
way/44633677-220,220,f,Substation,f,way/44633677,-6.1553339069148825,36.51809023891534,ES,POINT (-6.1553339069148825 36.51809023891534)
way/44716497-220,220,f,Substation,f,way/44716497,-3.826924880984758,43.39596945958588,ES,POINT (-3.826924880984758 43.39596945958588)
way/452693264-220,220,f,Substation,f,way/452693264,-2.9335865988436622,43.24313439175354,ES,POINT (-2.9335865988436622 43.24313439175354)
way/453378204-220,220,f,Substation,f,way/453378204,-0.6862108830552682,42.01100860894105,ES,POINT (-0.6862108830552682 42.01100860894105)
way/457010443-220,220,f,Substation,f,way/457010443,-6.012387167305435,37.39200311392939,ES,POINT (-6.012387167305435 37.39200311392939)
way/46106589-220,220,f,Substation,f,way/46106589,-2.466064795131818,36.90874784273091,ES,POINT (-2.466064795131818 36.90874784273091)
way/46172375-220,220,f,Substation,f,way/46172375,-2.12123690796884,41.873112787279474,ES,POINT (-2.1212369079688402 41.873112787279474)
way/463726606-220,220,f,Substation,f,way/463726606,2.0407314599041912,41.33605338600063,ES,POINT (2.0407314599041912 41.33605338600063)
way/46619201-220,220,f,Substation,f,way/46619201,-1.3619764074620988,41.7985529687214,ES,POINT (-1.3619764074620988 41.7985529687214)
way/46922274-220,220,f,Substation,f,way/46922274,-3.867399055263331,43.43602241886106,ES,POINT (-3.867399055263331 43.43602241886106)
way/47367769-220,220,f,Substation,f,way/47367769,-5.689199776455858,40.98916899679104,ES,POINT (-5.689199776455858 40.98916899679104)
way/47842260-220,220,f,Substation,f,way/47842260,-4.3432608641153925,42.59428507487618,ES,POINT (-4.3432608641153925 42.59428507487618)
way/47842260-400,400,f,Substation,f,way/47842260,-4.343052377603908,42.59450905840615,ES,POINT (-4.343052377603908 42.594509058406146)
way/47908906-220,220,f,Substation,f,way/47908906,-2.4908386371917017,42.45793852876864,ES,POINT (-2.4908386371917017 42.45793852876864)
way/47911346-220,220,f,Substation,f,way/47911346,-6.678778970138252,41.207648584425264,ES,POINT (-6.678778970138252 41.207648584425264)
way/47911346-400,400,f,Substation,f,way/47911346,-6.678582596273493,41.207877205556535,ES,POINT (-6.678582596273493 41.207877205556535)
way/48304858-220,220,f,Substation,f,way/48304858,-3.780772684080437,42.34104579268045,ES,POINT (-3.7807726840804365 42.341045792680454)
way/48310486-220,220,f,Substation,f,way/48310486,-4.169420261301709,42.1686411918962,ES,POINT (-4.169420261301709 42.1686411918962)
way/48467553-220,220,f,Substation,f,way/48467553,-3.651707696570643,42.37184202134263,ES,POINT (-3.6517076965706434 42.37184202134263)
way/487381592-400,400,f,Substation,f,way/487381592,-4.415108077804938,37.12014121637721,ES,POINT (-4.415108077804938 37.12014121637721)
way/49252090-220,220,f,Substation,f,way/49252090,-1.6839838376194858,42.50228166755244,ES,POINT (-1.6839838376194858 42.50228166755244)
way/49258709-220,220,f,Substation,f,way/49258709,-1.6352618883934846,42.78600127599225,ES,POINT (-1.6352618883934846 42.78600127599225)
way/495050398-220,220,f,Substation,f,way/495050398,-5.057621532841297,36.94899385135979,ES,POINT (-5.057621532841297 36.94899385135979)
way/506058990-220,220,f,Substation,f,way/506058990,1.2485648630294877,41.194630816088925,ES,POINT (1.2485648630294877 41.194630816088925)
way/51188420-220,220,f,Substation,f,way/51188420,-6.87769979122652,39.72417037781433,ES,POINT (-6.87769979122652 39.72417037781433)
way/51188420-400,400,f,Substation,f,way/51188420,-6.877507600063075,39.72439957599457,ES,POINT (-6.877507600063075 39.72439957599457)
way/51247251-400,400,f,Substation,f,way/51247251,-2.374716235246001,41.10597640990724,ES,POINT (-2.374716235246001 41.10597640990724)
way/513869641-220,220,f,Substation,f,way/513869641,-4.93579128291118,37.08521328015067,ES,POINT (-4.93579128291118 37.08521328015067)
way/51822825-220,220,f,Substation,f,way/51822825,-4.020054671843543,43.11942542616475,ES,POINT (-4.020054671843543 43.11942542616475)
way/51822825-400,400,f,Substation,f,way/51822825,-4.019843459836047,43.119648718235496,ES,POINT (-4.019843459836047 43.119648718235496)
way/51824074-220,220,f,Substation,f,way/51824074,-0.6803567559049406,39.98933406056717,ES,POINT (-0.6803567559049406 39.98933406056717)
way/52516392-400,400,f,Substation,f,way/52516392,-6.041080448177329,42.631700934074495,ES,POINT (-6.041080448177329 42.631700934074495)
way/528721624-220,220,f,Substation,f,way/528721624,-2.3733541474464066,41.98892216588493,ES,POINT (-2.3733541474464066 41.98892216588493)
way/529061183-220,220,f,Substation,f,way/529061183,-0.7607185192236219,40.764141599075806,ES,POINT (-0.7607185192236219 40.764141599075806)
way/56137765-220,220,f,Substation,f,way/56137765,-3.825822705456453,43.34608901684318,ES,POINT (-3.8258227054564524 43.34608901684318)
way/56137765-400,400,f,Substation,f,way/56137765,-3.825610090917547,43.34631190149757,ES,POINT (-3.825610090917547 43.34631190149757)
way/56379810-220,220,f,Substation,f,way/56379810,-2.5702747549790987,39.86166503474841,ES,POINT (-2.5702747549790987 39.86166503474841)
way/576439241-220,220,f,Substation,f,way/576439241,-4.253810367102026,38.65216907924468,ES,POINT (-4.253810367102026 38.65216907924468)
way/576439241-400,400,f,Substation,f,way/576439241,-4.2536119121545655,38.65239343324133,ES,POINT (-4.2536119121545655 38.65239343324133)
way/581521534-220,220,f,Substation,f,way/581521534,-1.1351115103750598,37.96481010008446,ES,POINT (-1.1351115103750598 37.96481010008446)
way/586348408-220,220,f,Substation,f,way/586348408,2.1910100470098715,41.46037612376328,ES,POINT (2.1910100470098715 41.46037612376328)
way/587931418-220,220,f,Substation,f,way/587931418,-0.9586834729002448,37.79747237184,ES,POINT (-0.9586834729002447 37.797472371839994)
way/58928252-220,220,f,Substation,f,way/58928252,-6.550578121320022,42.572779286877086,ES,POINT (-6.550578121320022 42.572779286877086)
way/58928252-400,400,f,Substation,f,way/58928252,-6.550377814537029,42.57300751073481,ES,POINT (-6.550377814537029 42.57300751073481)
way/593535391-220,220,f,Substation,f,way/593535391,-5.37672702482687,39.21959393459284,ES,POINT (-5.37672702482687 39.21959393459284)
way/593535391-400,400,f,Substation,f,way/593535391,-5.376530924206119,39.219820375937296,ES,POINT (-5.3765309242061186 39.219820375937296)
way/60063660-400,400,f,Substation,f,way/60063660,-3.845093134187128,43.00255742379222,ES,POINT (-3.845093134187128 43.00255742379222)
way/60340351-220,220,f,Substation,f,way/60340351,-0.9295212741743454,41.50184224229206,ES,POINT (-0.9295212741743454 41.50184224229206)
way/60342307-220,220,f,Substation,f,way/60342307,-0.8540070925411576,41.59733117093777,ES,POINT (-0.8540070925411576 41.59733117093777)
way/60351390-220,220,f,Substation,f,way/60351390,-0.4544967402781543,39.42352407556526,ES,POINT (-0.4544967402781543 39.42352407556526)
way/60351390-400,400,f,Substation,f,way/60351390,-0.454283972404644,39.42374053965276,ES,POINT (-0.454283972404644 39.423740539652755)
way/60354466-220,220,f,Substation,f,way/60354466,-8.589998977153453,42.26312329674076,ES,POINT (-8.589998977153453 42.26312329674076)
way/60354472-220,220,f,Substation,f,way/60354472,-8.664853009032324,42.41740018329824,ES,POINT (-8.664853009032324 42.41740018329824)
way/60398296-220,220,f,Substation,f,way/60398296,-3.0485187449251034,42.75599889735941,ES,POINT (-3.0485187449251034 42.75599889735941)
way/607764533-220,220,f,Substation,f,way/607764533,-4.787805452982126,39.96443490876097,ES,POINT (-4.787805452982126 39.96443490876097)
way/61046626-220,220,f,Substation,f,way/61046626,-4.269153506610635,41.99807219031696,ES,POINT (-4.269153506610635 41.99807219031696)
way/626886449-400,400,f,Substation,f,way/626886449,-7.416440622438303,43.12807074607765,ES,POINT (-7.416440622438303 43.12807074607765)
way/647697389-220,220,f,Substation,f,way/647697389,-3.5750727626952097,37.19636732069641,ES,POINT (-3.5750727626952097 37.19636732069641)
way/651711449-220,220,f,Substation,f,way/651711449,-6.5153217975561,38.8063295782148,ES,POINT (-6.5153217975560995 38.8063295782148)
way/651711449-400,400,f,Substation,f,way/651711449,-6.515130425496166,38.806558246644734,ES,POINT (-6.515130425496166 38.806558246644734)
way/666476490-220,220,f,Substation,f,way/666476490,-5.452757680370105,36.21372473486711,ES,POINT (-5.452757680370105 36.21372473486711)
way/675714143-400,400,f,Substation,f,way/675714143,-1.3333415591685065,38.52184473492444,ES,POINT (-1.3333415591685063 38.52184473492444)
way/677413570-220,220,f,Substation,f,way/677413570,-3.421082443717984,40.38726012576261,ES,POINT (-3.421082443717984 40.38726012576261)
way/677413570-400,400,f,Substation,f,way/677413570,-3.4208768335062234,40.38748255482887,ES,POINT (-3.4208768335062234 40.38748255482887)
way/683693772-400,400,f,Substation,f,way/683693772,-0.3821724614927458,41.02301657447682,ES,POINT (-0.3821724614927458 41.02301657447682)
way/683892938-220,220,f,Substation,f,way/683892938,2.8828754111449486,42.06239392561443,ES,POINT (2.8828754111449486 42.06239392561443)
way/683892938-400,400,f,Substation,f,way/683892938,2.8831075630781053,42.06260268315413,ES,POINT (2.8831075630781053 42.06260268315413)
way/691036111-220,220,f,Substation,f,way/691036111,-5.615203598763092,36.0721361297133,ES,POINT (-5.615203598763092 36.0721361297133)
way/691036111-400,400,f,Substation,f,way/691036111,-5.615015082469395,36.07236361596327,ES,POINT (-5.615015082469395 36.07236361596327)
way/69311230-220,220,f,Substation,f,way/69311230,-6.814729430289054,42.47060628126388,ES,POINT (-6.814729430289054 42.470606281263876)
way/701397734-220,220,f,Substation,f,way/701397734,-6.54361235907435,42.04733932035509,ES,POINT (-6.54361235907435 42.04733932035509)
way/701397734-400,400,f,Substation,f,way/701397734,-6.543413392522697,42.04756758812372,ES,POINT (-6.543413392522697 42.04756758812372)
way/702532047-220,220,f,Substation,f,way/702532047,-2.86408582517164,43.30123511962334,ES,POINT (-2.8640858251716397 43.30123511962334)
way/71531354-400,400,f,Substation,f,way/71531354,-0.1003620007740963,41.52582615977649,ES,POINT (-0.1003620007740964 41.52582615977649)
way/71796402-220,220,f,Substation,f,way/71796402,2.047572931432722,41.554985835893966,ES,POINT (2.047572931432722 41.554985835893966)
way/71796402-400,400,f,Substation,f,way/71796402,2.0478005221835294,41.55519653793064,ES,POINT (2.0478005221835294 41.55519653793064)
way/729485840-220,220,f,Substation,f,way/729485840,-0.8970190267501187,37.96332938289312,ES,POINT (-0.8970190267501187 37.963329382893114)
way/729485840-400,400,f,Substation,f,way/729485840,-0.8968116295775567,37.96354703911795,ES,POINT (-0.8968116295775567 37.96354703911795)
way/731605861-220,220,f,Substation,f,way/731605861,-5.858151046057524,43.55601339965073,ES,POINT (-5.858151046057524 43.55601339965073)
way/73511619-220,220,f,Substation,f,way/73511619,-6.862185961214547,42.03349367435272,ES,POINT (-6.862185961214547 42.03349367435272)
way/73511619-400,400,f,Substation,f,way/73511619,-6.861988194841215,42.0337225382017,ES,POINT (-6.8619881948412145 42.0337225382017)
way/73683435-220,220,f,Substation,f,way/73683435,-6.893019466854866,42.03896563127778,ES,POINT (-6.893019466854866 42.03896563127778)
way/74384031-220,220,f,Substation,f,way/74384031,-4.936666716795378,41.789396896758,ES,POINT (-4.936666716795378 41.789396896758)
way/74384031-400,400,f,Substation,f,way/74384031,-4.936462619093027,41.78962212992087,ES,POINT (-4.936462619093027 41.789622129920865)
way/751278521-220,220,f,Substation,f,way/751278521,-4.466402267429304,36.69459485915295,ES,POINT (-4.466402267429304 36.69459485915295)
way/75606778-220,220,f,Substation,f,way/75606778,1.8295132365372069,41.523390180272486,ES,POINT (1.8295132365372069 41.523390180272486)
way/75606778-400,400,f,Substation,f,way/75606778,1.8297399900438247,41.52360137126103,ES,POINT (1.8297399900438254 41.52360137126103)
way/75619319-220,220,f,Substation,f,way/75619319,1.8943892138027232,41.50770001328736,ES,POINT (1.8943892138027232 41.50770001328736)
way/75807571-220,220,f,Substation,f,way/75807571,-6.398812492689696,42.43157632958226,ES,POINT (-6.398812492689696 42.43157632958226)
way/75902880-220,220,f,Substation,f,way/75902880,-4.745784933675504,36.89499189437975,ES,POINT (-4.745784933675504 36.89499189437975)
way/75902880-400,400,f,Substation,f,way/75902880,-4.7455920307303305,36.895217536078526,ES,POINT (-4.7455920307303305 36.895217536078526)
way/76353093-220,220,f,Substation,f,way/76353093,2.099898866944802,41.346013614159226,ES,POINT (2.099898866944802 41.346013614159226)
way/766063119-220,220,f,Substation,f,way/766063119,-2.920546764532572,36.834457136099005,ES,POINT (-2.920546764532572 36.834457136099005)
way/772002801-400,400,f,Substation,f,way/772002801,-1.378664740281855,37.96110360384952,ES,POINT (-1.378664740281855 37.96110360384952)
way/772400244-400,400,f,Substation,f,way/772400244,-1.7188735904874677,37.4369999901594,ES,POINT (-1.7188735904874675 37.4369999901594)
way/775256181-220,220,f,Substation,f,way/775256181,-1.0204632107754736,41.25810706094642,ES,POINT (-1.0204632107754736 41.25810706094642)
way/77640470-400,400,f,Substation,f,way/77640470,-0.3171422420029852,39.659866324434034,ES,POINT (-0.3171422420029852 39.659866324434034)
way/77654729-220,220,f,Substation,f,way/77654729,-0.2361865103817898,39.64164949519773,ES,POINT (-0.2361865103817899 39.64164949519773)
way/77654729-400,400,f,Substation,f,way/77654729,-0.2359071656800819,39.6417402921115,ES,POINT (-0.235907165680082 39.6417402921115)
way/782365013-220,220,f,Substation,f,way/782365013,-3.884927350752055,37.240383496948695,ES,POINT (-3.8849273507520548 37.240383496948695)
way/788716327-400,400,f,Substation,f,way/788716327,-6.223385732360723,38.42203489686623,ES,POINT (-6.223385732360723 38.42203489686623)
way/789683722-220,220,f,Substation,f,way/789683722,-0.5266098859053685,39.48051934131803,ES,POINT (-0.5266098859053685 39.48051934131803)
way/808388334-220,220,f,Substation,f,way/808388334,-5.481762526346336,41.06209320203143,ES,POINT (-5.481762526346336 41.06209320203143)
way/81152317-400,400,f,Substation,f,way/81152317,-5.575706817473747,42.55272321901711,ES,POINT (-5.575706817473747 42.55272321901711)
way/81409681-220,220,f,Substation,f,way/81409681,2.6788294791836464,39.65089314982004,ES,POINT (2.6788294791836464 39.650893149820035)
way/828193563-220,220,f,Substation,f,way/828193563,-7.712841658859041,42.45100550858028,ES,POINT (-7.712841658859041 42.45100550858028)
way/832323313-220,220,f,Substation,f,way/832323313,-2.0150243495684754,42.02838983048965,ES,POINT (-2.0150243495684754 42.028389830489644)
way/845179231-400,400,f,Substation,f,way/845179231,-0.861897530440679,38.56179121252168,ES,POINT (-0.861897530440679 38.56179121252168)
way/84526032-400,400,f,Substation,f,way/84526032,-7.533225197722975,39.664335441918745,ES,POINT (-7.533225197722975 39.664335441918745)
way/84883895-220,220,f,Substation,f,way/84883895,-8.578260456670534,42.85476004882698,ES,POINT (-8.578260456670534 42.85476004882698)
way/85817084-220,220,f,Substation,f,way/85817084,-4.5561281474458895,42.07164121386221,ES,POINT (-4.5561281474458895 42.07164121386221)
way/85817084-400,400,f,Substation,f,way/85817084,-4.555921910166008,42.07186567254124,ES,POINT (-4.555921910166008 42.071865672541236)
way/86512030-220,220,f,Substation,f,way/86512030,-2.263794639678833,42.34746973835461,ES,POINT (-2.263794639678833 42.347469738354604)
way/86512030-400,400,f,Substation,f,way/86512030,-2.2635793924108003,42.34768956875176,ES,POINT (-2.2635793924108003 42.347689568751754)
way/88760627-220,220,f,Substation,f,way/88760627,-2.2528642344162133,42.41745274367196,ES,POINT (-2.2528642344162133 42.41745274367196)
way/88760627-400,400,f,Substation,f,way/88760627,-2.2526487336311987,42.41767254369099,ES,POINT (-2.2526487336311987 42.41767254369099)
way/89084456-220,220,f,Substation,f,way/89084456,-2.0187120278132933,42.27837395865612,ES,POINT (-2.0187120278132933 42.27837395865612)
way/891962367-220,220,f,Substation,f,way/891962367,-5.04713665371901,37.823628882287565,ES,POINT (-5.04713665371901 37.823628882287565)
way/89616317-220,220,f,Substation,f,way/89616317,-3.918944611693158,38.95707049853834,ES,POINT (-3.918944611693158 38.95707049853834)
way/90829734-400,400,f,Substation,f,way/90829734,-1.6758779700439497,42.17062874644351,ES,POINT (-1.6758779700439497 42.170628746443505)
way/913515391-220,220,f,Substation,f,way/913515391,-5.860146839790969,37.246501900989536,ES,POINT (-5.860146839790969 37.246501900989536)
way/91441017-220,220,f,Substation,f,way/91441017,-5.66558036448176,39.82126332850544,ES,POINT (-5.66558036448176 39.82126332850544)
way/921541546-400,400,f,Substation,f,way/921541546,-0.9316875832899209,39.24370359456298,ES,POINT (-0.9316875832899207 39.24370359456298)
way/931574994-400,400,f,Substation,f,way/931574994,-1.2965733616993724,41.649834242313375,ES,POINT (-1.2965733616993724 41.649834242313375)
way/931763733-220,220,f,Substation,f,way/931763733,-4.146502080827882,38.67815774010818,ES,POINT (-4.146502080827882 38.67815774010818)
way/931771523-220,220,f,Substation,f,way/931771523,-4.509625931531339,38.19151847504976,ES,POINT (-4.509625931531339 38.191518475049754)
way/931778222-220,220,f,Substation,f,way/931778222,-5.020283581730926,37.75082541921,ES,POINT (-5.020283581730926 37.750825419209995)
way/931793946-220,220,f,Substation,f,way/931793946,-4.776921853181304,37.25481609501159,ES,POINT (-4.776921853181304 37.25481609501159)
way/931793946-400,400,f,Substation,f,way/931793946,-4.776728265749635,37.25504172634509,ES,POINT (-4.776728265749635 37.255041726345084)
way/93349144-220,220,f,Substation,f,way/93349144,2.2345680938641235,41.46609124449874,ES,POINT (2.2345680938641235 41.46609124449874)
way/93387439-220,220,f,Substation,f,way/93387439,-8.621649575592356,42.1377833997217,ES,POINT (-8.621649575592356 42.1377833997217)
way/94185870-220,220,f,Substation,f,way/94185870,-4.388840852664541,36.74541468958031,ES,POINT (-4.388840852664541 36.74541468958031)
way/961840189-220,220,f,Substation,f,way/961840189,-0.7293034428771372,41.08606750836912,ES,POINT (-0.7293034428771372 41.08606750836912)
way/965347086-220,220,f,Substation,f,way/965347086,-1.011827900564515,41.08315170913933,ES,POINT (-1.011827900564515 41.08315170913933)
way/965351154-220,220,f,Substation,f,way/965351154,-0.9012822513647172,41.10715105950315,ES,POINT (-0.9012822513647171 41.10715105950315)
way/965918883-220,220,f,Substation,f,way/965918883,-1.0085749682670422,40.97999529821404,ES,POINT (-1.0085749682670422 40.97999529821404)
way/970599107-220,220,f,Substation,f,way/970599107,1.7082519620270125,41.36445258639612,ES,POINT (1.7082519620270125 41.36445258639612)
way/97286424-220,220,f,Substation,f,way/97286424,-5.218773086998447,36.44404086878306,ES,POINT (-5.218773086998447 36.44404086878306)
way/97286424-400,400,f,Substation,f,way/97286424,-5.218582598768345,36.44426751710268,ES,POINT (-5.218582598768345 36.44426751710268)
