id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
166,Soto De Ribera,Hard Coal,Steam Turbine,PP,Spain,322.677934797111,,1962.0,,2021.0,43.3116,-5.8732,,0.0,0.0,0.0,{'18WSRI3-12345-0N'},"{'BEYONDCOAL': {'BEYOND-ES-23'}, 'ENTSOE': {'18WSRI3-12345-0N'}, 'GEM': {'G100000109544', 'G100000109543', 'G100000109542'}, 'GPD': {'WRI1007944'}, 'GEO': {'GEO-43674'}}"
167,Lada,Hard Coal,Steam Turbine,PP,Spain,330.0534304496164,,1951.0,2007.0,2021.0,43.2964,-5.6825,,0.0,0.0,0.0,{'18WLAD4-12345-0U'},"{'BEYONDCOAL': {'BEYOND-ES-18'}, 'ENTSOE': {'18WLAD4-12345-0U'}, 'GEM': {'G100000106088', 'G100000106087', 'G100000112612'}, 'GPD': {'WRI1006408'}, 'GEO': {'GEO-43832'}}"
168,Litoral,Hard Coal,Steam Turbine,PP,Spain,1068.524932656719,,1984.0,,2021.0,36.9802,-1.9037,,0.0,0.0,0.0,"{'18WLIT2-12345-00', '18WLIT1-12345-0A'}","{'BEYONDCOAL': {'BEYOND-ES-10'}, 'ENTSOE': {'18WLIT2-12345-00', '18WLIT1-12345-0A'}, 'GEM': {'G100000106343', 'G100000106342'}, 'GPD': {'WRI1006625'}, 'GEO': {'GEO-43821'}}"
169,Los Barrios,Hard Coal,Steam Turbine,PP,Spain,543.0208674157096,,1985.0,,,36.1837,-5.4184,,0.0,0.0,0.0,{'18WBRR1-12345-0H'},"{'BEYONDCOAL': {'BEYOND-ES-20'}, 'ENTSOE': {'18WBRR1-12345-0H'}, 'GEM': {'G100000106424'}, 'GPD': {'WRI1006636'}, 'GEO': {'GEO-43679'}}"
170,Narcea,Hard Coal,Steam Turbine,PP,Spain,501.7,,1965.0,,2020.0,43.292,-6.3947,,0.0,0.0,0.0,"{'18WNRC2-12345-0G', '18WNRC3-12345-06'}","{'BEYONDCOAL': {'BEYOND-ES-31'}, 'ENTSOE': {'18WNRC2-12345-0G', '18WNRC3-12345-06'}, 'GEM': {'G100000107284', 'G100000107285', 'G100000107283'}, 'GPD': {'WRI1006702'}, 'GEO': {'GEO-43831'}}"
175,Meirama,Hard Coal,Steam Turbine,PP,Spain,557.2,,1980.0,,2020.0,43.1702,-8.4106,,0.0,0.0,0.0,{'18WMEI1-12345-0I'},"{'BEYONDCOAL': {'BEYOND-ES-22'}, 'ENTSOE': {'18WMEI1-12345-0I'}, 'GEM': {'G100000106804'}, 'GPD': {'WRI1006671'}, 'GEO': {'GEO-43830'}}"
183,La Robla,Hard Coal,Steam Turbine,PP,Spain,619.0,,1971.0,2009.0,2020.0,42.7946,-5.6314,,0.0,0.0,0.0,"{'18WROB2-12345-0B', '18WROB1-12345-0L'}","{'BEYONDCOAL': {'BEYOND-ES-19'}, 'ENTSOE': {'18WROB2-12345-0B', '18WROB1-12345-0L'}, 'GEM': {'G100000106075', 'G100000106076'}, 'GPD': {'WRI1006593'}, 'GEO': {'GEO-43835'}}"
184,Anllares,Hard Coal,Steam Turbine,PP,Spain,346.8,,1982.0,,2018.0,42.8386,-6.5312,,0.0,0.0,0.0,{'18WALL1-12345-0K'},"{'BEYONDCOAL': {'BEYOND-ES-25'}, 'ENTSOE': {'18WALL1-12345-0K'}, 'GEM': {'G100000100250'}, 'GPD': {'WRI1006197'}, 'GEO': {'GEO-43677'}}"
185,Abono,Hard Coal,Steam Turbine,PP,Spain,844.4942522118677,,1974.0,2005.0,2025.0,43.5527,-5.7235,,0.0,0.0,0.0,"{'18WABO1-12345-0X', '18WABO2-12345-0N'}","{'BEYONDCOAL': {'BEYOND-ES-11'}, 'ENTSOE': {'18WABO1-12345-0X', '18WABO2-12345-0N'}, 'GEM': {'G100000100015', 'G100000100014'}, 'GPD': {'WRI1006157'}, 'GEO': {'GEO-43673'}}"
188,Puente Nuevo,Lignite,Steam Turbine,PP,Spain,299.7,,1966.0,,2020.0,38.1129,-4.9334,,0.0,0.0,0.0,{'18WPNN3-12345-0I'},"{'BEYONDCOAL': {'BEYOND-ES-16'}, 'ENTSOE': {'18WPNN3-12345-0I'}, 'GEM': {'G100000108202'}, 'GPD': {'WRI1007820'}, 'GEO': {'GEO-43834'}}"
282,Teruel Andorra,Lignite,Steam Turbine,PP,Spain,1055.7,,1979.0,,2020.0,40.9971,-0.3806,,0.0,0.0,0.0,"{'18WTER3-12345-0U', '18WTER2-12345-03', '18WTER1-12345-0D'}","{'BEYONDCOAL': {'BEYOND-ES-6'}, 'ENTSOE': {'18WTER3-12345-0U', '18WTER2-12345-03', '18WTER1-12345-0D'}, 'GEM': {'G100000110027', 'G100000110028', 'G100000110029'}, 'GPD': {'WRI1023654'}, 'GEO': {'GEO-43820'}}"
367,Trillo,Nuclear,Steam Turbine,PP,Spain,1003.4,,1988.0,,2035.0,40.7016,-2.6227,,0.0,0.0,0.0,{'18WTRL1-12345-0Y'},"{'ENTSOE': {'18WTRL1-12345-0Y'}, 'GEM': {'G100000500202'}, 'WIKIPEDIA': {'WIKIPEDIA-171'}, 'GPD': {'WRI1007993'}, 'GEO': {'GEO-43404'}}"
368,Cofrentes,Nuclear,Steam Turbine,PP,Spain,1063.9,,1985.0,,2033.0,39.2134,-1.0509,,0.0,0.0,0.0,{'18WCOF1-12345-0O'},"{'ENTSOE': {'18WCOF1-12345-0O'}, 'GEM': {'G100000500149'}, 'WIKIPEDIA': {'WIKIPEDIA-168'}, 'GPD': {'WRI1006359'}, 'GEO': {'GEO-2715'}}"
369,Asco,Nuclear,Steam Turbine,PP,Spain,1987.5,,1983.0,,2030.0,41.1993,0.5694,,0.0,0.0,0.0,"{'18WASC1-12345-0Z', '18WASC2-12345-0P'}","{'ENTSOE': {'18WASC1-12345-0Z', '18WASC2-12345-0P'}, 'GEM': {'G100000500243', 'G100000500242'}, 'WIKIPEDIA': {'WIKIPEDIA-167', 'WIKIPEDIA-166'}, 'GPD': {'WRI1006213'}, 'GEO': {'GEO-2175'}}"
370,Almaraz,Nuclear,Steam Turbine,PP,Spain,2017.1,,1983.0,,2028.0,39.807,-5.6986,,0.0,0.0,0.0,"{'18WALZ1-12345-0E', '18WALZ2-12345-04'}","{'ENTSOE': {'18WALZ1-12345-0E', '18WALZ2-12345-04'}, 'GEM': {'G100000500239', 'G100000500240'}, 'WIKIPEDIA': {'WIKIPEDIA-164', 'WIKIPEDIA-165'}, 'GPD': {'WRI1006358'}, 'GEO': {'GEO-2069'}}"
379,Vandellos,Nuclear,Steam Turbine,PP,Spain,1045.3,,1972.0,,2034.0,40.9511,0.8662,,0.0,0.0,0.0,{'18WVAN2-12345-0W'},"{'ENTSOE': {'18WVAN2-12345-0W'}, 'GEM': {'G100000500425', 'G100000500241'}, 'WIKIPEDIA': {'WIKIPEDIA-172', 'WIKIPEDIA-173'}, 'GPD': {'WRI1023569'}, 'GEO': {'GEO-5910'}}"
530,Soto,Natural Gas,CCGT,PP,Spain,428.1,0.5880019641825535,2008.0,,,43.3161,-5.8777,,0.0,0.0,0.0,{'18WSRI5-123456-L'},"{'ENTSOE': {'18WSRI5-123456-L'}, 'GEM': {'L100000103503'}, 'GPD': {'WRI1006418'}, 'GEO': {'GEO-43675'}}"
540,Mala,Natural Gas,CCGT,PP,Spain,415.5,0.3899999999999999,2009.0,,,36.7495,-4.5631,,0.0,0.0,0.0,{'18WMALA1-12345-L'},"{'ENTSOE': {'18WMALA1-12345-L'}, 'GEM': {'L100000400688'}, 'GPD': {'WRI1006664'}, 'GEO': {'GEO-43794'}}"
541,Palos,Natural Gas,CCGT,PP,Spain,1166.8,,2004.0,,,37.18448,-6.892790000000001,,0.0,0.0,0.0,"{'18WPALOS1-123-0Z', '18WPALOS2-123-0R', '18WPALOS3-123-0J'}","{'ENTSOE': {'18WPALOS1-123-0Z', '18WPALOS2-123-0R', '18WPALOS3-123-0J'}, 'GEM': {'L100000400695'}, 'GPD': {'WRI1007283'}, 'GEO': {'GEO-43799'}}"
542,Pvent,Natural Gas,CCGT,PP,Spain,834.1,,2007.0,,,40.9596,0.8692,,0.0,0.0,0.0,"{'18WPVENT2--12342', '18WPVENT1--1234A'}","{'ENTSOE': {'18WPVENT2--12342', '18WPVENT1--1234A'}, 'GEM': {'L100000400698'}, 'GPD': {'WRI1006416'}, 'GEO': {'GEO-43763'}}"
543,Sabon,Natural Gas,CCGT,PP,Spain,391.3,,2008.0,,,43.329,-8.503,,0.0,0.0,0.0,{'18WSBO3-12345-01'},"{'ENTSOE': {'18WSBO3-12345-01'}, 'GEM': {'L100000400707'}, 'GPD': {'WRI1006417'}, 'GEO': {'GEO-43380'}}"
544,Sagu,Natural Gas,CCGT,PP,Spain,1232.1,0.189911924789708,2007.0,,,39.64248,-0.23321,,0.0,0.0,0.0,"{'18WSAGU1-123--0J', '18WSAGU3-123--01', '18WSAGU2-123--0A'}","{'ENTSOE': {'18WSAGU1-123--0J', '18WSAGU3-123--01', '18WSAGU2-123--0A'}, 'GEM': {'L100000400708'}, 'GPD': {'WRI1006323'}, 'GEO': {'GEO-43374'}}"
545,Sanroque,Natural Gas,CCGT,CHP,Spain,791.6,0.57,2002.0,,,36.1910724663124,-5.396642972028967,,0.0,0.0,0.0,"{'18WSROQ1-1234-06', '18WSROQ2-1234-0Y'}","{'ENTSOE': {'18WSROQ1-1234-06', '18WSROQ2-1234-0Y'}, 'GEM': {'L100000400712', 'L100000400711', 'L100000407784'}, 'GPD': {'WRI1007879'}, 'GEO': {'GEO-43759', 'GEO-43843'}}"
546,Santurce,Natural Gas,CCGT,PP,Spain,396.4,,2005.0,,,43.34,-3.0539,,0.0,0.0,0.0,{'18WSTC4-12345-0I'},"{'ENTSOE': {'18WSTC4-12345-0I'}, 'GEM': {'L100000400713'}, 'GPD': {'WRI1007889'}, 'GEO': {'GEO-43769'}}"
547,Tarrag Ib,Natural Gas,CCGT,CHP,Spain,416.9,,2003.0,,,41.11024,1.18055,,0.0,0.0,0.0,{'18WTAPOWER-12-0V'},"{'ENTSOE': {'18WTAPOWER-12-0V'}, 'GEM': {'L100000400718'}, 'GPD': {'WRI1007956'}, 'GEO': {'GEO-43762', 'GEO-43764'}}"
550,Rodr,Natural Gas,CCGT,PP,Spain,855.6,,2008.0,,,43.4451,-7.8621,,0.0,0.0,0.0,{'18WPGR5-123456-J'},"{'ENTSOE': {'18WPGR5-123456-J'}, 'GEM': {'L100000103513'}, 'GPD': {'WRI1006410'}, 'GEO': {'GEO-43803'}}"
551,Bahia De Algeciras,Hard Coal,Steam Turbine,PP,Spain,753.0,,1970.0,,2007.0,36.184,-5.388,,0.0,0.0,0.0,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-ES-30'}, 'GEM': {'G100000113463', 'G100000113464'}, 'GPD': {'WRI1006223', 'WRI1006322'}, 'GEO': {'GEO-43798'}}"
552,Puertollano,Hard Coal,Steam Turbine,PP,Spain,590.0,,1972.0,,2013.0,38.6505,-4.1218,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-ES-28'}, 'GEM': {'G100000108204'}, 'GPD': {'WRI1007845'}, 'GEO': {'GEO-43786'}}"
615,Arcos,Natural Gas,CCGT,PP,Spain,1585.1999999999998,0.5736,2005.0,,,36.6721,-5.816399999999999,,0.0,0.0,0.0,"{'18WARCOS3-123-0Z', '18WARCOS2-123-06', '18WARCOS1-123-0E'}","{'ENTSOE': {'18WARCOS3-123-0Z', '18WARCOS2-123-06', '18WARCOS1-123-0E'}, 'GEM': {'L100000400649'}, 'GPD': {'WRI1006203'}, 'GEO': {'GEO-43795'}}"
616,Arrubal,Natural Gas,CCGT,PP,Spain,784.6,,2005.0,,,42.4194,-2.2511,,0.0,0.0,0.0,"{'18WARRU1-1234-0J', '18WARRU2-1234-0A'}","{'ENTSOE': {'18WARRU1-1234-0J', '18WARRU2-1234-0A'}, 'GEM': {'L100000400652'}, 'GPD': {'WRI1006210'}, 'GEO': {'GEO-43801'}}"
617,Besos,Natural Gas,CCGT,PP,Spain,1670.6,0.58,2002.0,,,41.41847,2.22859,,0.0,0.0,0.0,"{'18WBES3-12345-0V', '18WBES5-123456-T', '18WBES4-12345-0L'}","{'ENTSOE': {'18WBES3-12345-0V', '18WBES5-123456-T', '18WBES4-12345-0L'}, 'GEM': {'L100000400659', 'L100000400658', 'L100000400657'}, 'GPD': {'WRI1006249'}, 'GEO': {'GEO-43841', 'GEO-43818', 'GEO-43770'}}"
618,Campgib,Natural Gas,CCGT,CHP,Spain,780.5,,2004.0,,,36.1834,-5.3933,,0.0,0.0,0.0,"{'18WCAMGI10-12-07', '18WCAMGI20--1-0D'}","{'ENTSOE': {'18WCAMGI10-12-07', '18WCAMGI20--1-0D'}, 'GEM': {'L100000400660'}, 'GPD': {'WRI1006292'}, 'GEO': {'GEO-43796'}}"
619,Castejo,Natural Gas,CCGT,PP,Spain,1222.1999999999998,0.2905492809540511,2002.0,,,42.1718,-1.6773,,0.0,0.0,0.0,"{'18WCTJON2-123-0Z', '18WCTJON3--1234S', '18WCTJON1-123-06'}","{'ENTSOE': {'18WCTJON2-123-0Z', '18WCTJON3--1234S', '18WCTJON1-123-06'}, 'GEM': {'L100000400666'}, 'GPD': {'WRI1006412', 'WRI1006317'}, 'GEO': {'GEO-43676'}}"
620,Castello,Natural Gas,CCGT,PP,Spain,2411.9,,2002.0,,,39.9591759179398,-0.0012015091320239,,0.0,0.0,0.0,"{'18WCTNU-12345-0U', '18WCTN3-12345-04', '18WCTN4-123456-C'}","{'ENTSOE': {'18WCTNU-12345-0U', '18WCTN3-12345-04', '18WCTN4-123456-C'}, 'GEM': {'L100000407939', 'L100000400670'}, 'GPD': {'WRI1006318', 'WRI1006413'}, 'GEO': {'GEO-43783', 'GEO-43784'}}"
621,Colon,Natural Gas,CCGT,PP,Spain,390.9,,2006.0,,,37.2156,-6.943,,0.0,0.0,0.0,{'18WCOL4-12345-02'},"{'ENTSOE': {'18WCOL4-12345-02'}, 'GEM': {'L100000400674'}, 'GPD': {'WRI1006404'}, 'GEO': {'GEO-43797'}}"
622,Composti,Hard Coal,Steam Turbine,PP,Spain,681.7,,1961.0,,2020.0,42.612178,-6.564551,,0.0,0.0,0.0,"{'18WCOM5-12345-0I', '18WCOM4-12345-0S'}","{'ENTSOE': {'18WCOM5-12345-0I', '18WCOM4-12345-0S'}, 'GEM': {'G100000101686', 'G100000101684', 'G100000101682', 'G100000101683', 'G100000101685'}, 'GPD': {'WRI1006393'}, 'GEO': {'GEO-43678'}}"
623,Esc Cart,Natural Gas,CCGT,PP,Spain,1248.7,,2006.0,,,37.57274,-0.93841,,0.0,0.0,0.0,"{'18WCTGN2-1234-03', '18WCTGN1-1234-0C', '18WCTGN3-1234-0V'}","{'ENTSOE': {'18WCTGN2-1234-03', '18WCTGN1-1234-0C', '18WCTGN3-1234-0V'}, 'GEM': {'L100000400662'}, 'GPD': {'WRI1006308'}, 'GEO': {'GEO-43777', 'GEO-43778'}}"
624,Escat,Natural Gas,CCGT,PP,Spain,804.3,,2007.0,,,41.2977,-0.3376,,0.0,0.0,0.0,{'18WECT3-123456-N'},"{'ENTSOE': {'18WECT3-123456-N'}, 'GEM': {'L100000400680'}, 'GPD': {'WRI1006414', 'WRI1006465'}, 'GEO': {'GEO-43766'}}"
625,Esc Iber,Natural Gas,CCGT,PP,Spain,815.6,,2006.0,,,37.5647,-0.95132,,0.0,0.0,0.0,{'18WESC6-12345-07'},"{'ENTSOE': {'18WESC6-12345-07'}, 'GEM': {'L100000400682'}, 'GPD': {'WRI1006415'}, 'GEO': {'GEO-43776'}}"
626,Ambieta,Natural Gas,CCGT,PP,Spain,786.4,,2005.0,,,43.2347,-2.7497,,0.0,0.0,0.0,{'18WAMBIETA-12-0S'},"{'ENTSOE': {'18WAMBIETA-12-0S'}, 'GEM': {'L100000400648'}, 'GPD': {'WRI1006189'}, 'GEO': {'GEO-43767'}}"
660,Aldeadavila,Hydro,Pumped Storage,Store,Spain,1243.0,,1962.0,,,41.20835,-6.68255,28.538114690606065,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G603379', 'G603378'}, 'JRC': {'JRC-H7'}, 'GPD': {'WRI1006178'}, 'GEO': {'GEO-43823'}}"
662,Jose Maria Oriol,Hydro,Reservoir,Store,Spain,957.0,,1969.0,,,39.7291,-6.8854,1038.6509635974303,0.0,0.0,0.0,{nan},"{'GEM': {'G603404'}, 'JRC': {'JRC-H18'}, 'GPD': {'WRI1006571'}, 'GEO': {'GEO-43822'}}"
663,Ricobayo,Hydro,Reservoir,Store,Spain,329.0,,1934.0,,,41.5284,-5.9867,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G603417', 'G603418'}, 'JRC': {'JRC-H131'}, 'GPD': {'WRI1007850'}, 'GEO': {'GEO-44134'}}"
664,Salime,Hydro,Reservoir,Store,Spain,160.0,,1953.0,,,43.2369,-6.8467,825.3968253968254,0.0,0.0,0.0,{nan},"{'GEM': {'G603419'}, 'JRC': {'JRC-H711', 'JRC-H712'}, 'GPD': {'WRI1007862'}, 'GEO': {'GEO-45884'}}"
665,Saucelle,Hydro,Reservoir,Store,Spain,520.0,,1956.0,,,41.0449,-6.8071,68.94014214063014,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G604145', 'G604144'}, 'JRC': {'JRC-H51'}, 'GPD': {'WRI1007891'}, 'GEO': {'GEO-44131'}}"
666,Villacampo,Hydro,Reservoir,Store,Spain,218.0,,1949.0,,,41.4911,-6.0853,189.98192854826004,0.0,0.0,0.0,{nan},"{'GEM': {'G603433'}, 'JRC': {'JRC-H218'}, 'GPD': {'WRI1008030'}, 'GEO': {'GEO-44135'}}"
667,Villarino,Hydro,Pumped Storage,Store,Spain,810.0,,1970.0,,,41.255,-6.4874,3666.274970622797,0.0,0.0,0.0,{nan},"{'GEM': {'G603434'}, 'JRC': {'JRC-H28'}, 'GPD': {'WRI1008033', 'WRI1008032'}, 'GEO': {'GEO-43825'}}"
673,Castro,Hydro,Reservoir,Store,Spain,113.0,,1952.0,,,41.5756,-6.189,,0.0,0.0,0.0,{nan},"{'GEM': {'G603388'}, 'JRC': {'JRC-H461'}, 'GPD': {'WRI1006321'}, 'GEO': {'GEO-44133'}}"
724,Aguayo,Hydro,Pumped Storage,Store,Spain,720.4,,1982.0,,,43.0957,-4.0001,10.260676650027731,0.0,0.0,0.0,"{'18WAGUG-12345-0G', '18WAGUB-12345-0T'}","{'ENTSOE': {'18WAGUG-12345-0G', '18WAGUB-12345-0T'}, 'GEM': {'G603376'}, 'JRC': {'JRC-H108'}, 'GPD': {'WRI1006167'}}"
725,Bolarque,Hydro,Pumped Storage,Store,Spain,423.0,,1973.0,,,40.364,-2.8289,,0.0,0.0,0.0,"{'18WUFBB-12345-0R', '18WUFBG-12345-0E'}","{'ENTSOE': {'18WUFBB-12345-0R', '18WUFBG-12345-0E'}, 'GEM': {'G603384'}, 'JRC': {'JRC-H179'}, 'GPD': {'WRI1006267'}}"
726,Guillena,Hydro,Pumped Storage,Store,Spain,431.7,,1973.0,,,37.641,-6.0724,5.42512077294686,0.0,0.0,0.0,"{'18WGUIG-12345-0D', '18WGUIB-12345-0Q'}","{'ENTSOE': {'18WGUIG-12345-0D', '18WGUIB-12345-0Q'}, 'GEM': {'G603401'}, 'JRC': {'JRC-H233'}, 'GPD': {'WRI1006526'}}"
727,Moralet,Hydro,Pumped Storage,Store,Spain,438.1,,1985.0,,,42.5787,0.757,122.17194570135749,0.0,0.0,0.0,"{'18WMLTB-12345-09', '18WMLTG-12345-0X'}","{'ENTSOE': {'18WMLTB-12345-09', '18WMLTG-12345-0X'}, 'GEM': {'G603412'}, 'JRC': {'JRC-H205'}, 'GPD': {'WRI1006693'}}"
728,Muela,Hydro,Pumped Storage,Store,Spain,2901.7,,1989.0,,,39.2536,-0.9253,16.15285213217648,0.0,0.0,0.0,"{'18WMUEL-12345-03', '18WMUEB-12345-0T'}","{'ENTSOE': {'18WMUEL-12345-03', '18WMUEB-12345-0T'}, 'GEM': {'G603396', 'G603405'}, 'JRC': {'JRC-H4'}, 'GPD': {'WRI1006586', 'WRI1006587'}}"
729,Tajo,Hydro,Reservoir,Store,Spain,3000.7000000000003,,1977.0,,,36.9084,-4.763,2.7777777777777777,0.0,0.0,0.0,"{'18WTAJO-12345-0U', '18WUFTA-12345-0O', '18WTAJB-12345-0C'}","{'ENTSOE': {'18WTAJO-12345-0U', '18WUFTA-12345-0O', '18WTAJB-12345-0C'}, 'GEM': {'G603425'}, 'JRC': {'JRC-H101'}, 'GPD': {'WRI1007951'}}"
730,Tanes,Hydro,Pumped Storage,Store,Spain,110.0,,1978.0,,,43.2172,-5.4206,,0.0,0.0,0.0,{'18WTANB-12345-05'},"{'ENTSOE': {'18WTANB-12345-05'}, 'GEM': {'G603427'}, 'JRC': {'JRC-H381'}, 'GPD': {'WRI1007954'}}"
866,Aceca Ib,Natural Gas,CCGT,PP,Spain,386.0,,2005.0,,,39.94345,-3.8553,,0.0,0.0,0.0,{'18WACE3-12345-00'},"{'ENTSOE': {'18WACE3-12345-00'}, 'GEM': {'L100000400645', 'L100000400644'}, 'GPD': {'WRI1006159'}, 'GEO': {'GEO-43789'}}"
1010,Cercs,Lignite,Steam Turbine,PP,Spain,160.0,,1971.0,,2011.0,42.1757,1.8568,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-ES-12'}, 'GEM': {'G100000101266'}, 'GEO': {'GEO-43833'}}"
1011,Escucha,Lignite,Steam Turbine,PP,Spain,160.0,,1970.0,,2012.0,41.2966,-0.8163,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-ES-15'}, 'GEM': {'G100000102682'}, 'GEO': {'GEO-43838'}}"
1013,Velilla,Hard Coal,Steam Turbine,CHP,Spain,515.6,,1964.0,2008.0,2020.0,42.8183,-4.8544,,0.0,0.0,0.0,"{nan, nan}","{'BEYONDCOAL': {'BEYOND-ES-33'}, 'GEM': {'G100000110573', 'G100000110572'}, 'GEO': {'GEO-43837'}}"
1021,Pasajes,Hard Coal,Steam Turbine,PP,Spain,214.0,,1967.0,,2012.0,43.3255,-1.9092,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-ES-24'}, 'GEM': {'G100000107853'}, 'GEO': {'GEO-43836'}}"
1141,Arbon Arbonhydroelectric Spain,Hydro,Reservoir,Store,Spain,56.04,,1967.0,,,43.477229,-6.730199,,38.0,0.0,0.0,{nan},"{'JRC': {'JRC-H769'}, 'GPD': {'WRI1006201'}, 'GEO': {'GEO-45888'}}"
1142,Doiras Spain,Hydro,Reservoir,Store,Spain,104.94,,1944.0,,,43.386081,-6.825189,,96.48,94.6,0.0,"{nan, nan}","{'JRC': {'JRC-H925', 'JRC-H721'}, 'GPD': {'WRI1006423'}, 'GEO': {'GEO-45887'}}"
1143,Silvon Spain,Hydro,Reservoir,Store,Spain,81.5399999999999,,1959.0,,,43.387117,-6.825233,,0.0,0.0,0.0,{nan},"{'JRC': {'JRC-H606'}, 'GPD': {'WRI1007918'}, 'GEO': {'GEO-45886'}}"
1180,Soutelo,Hydro,Pumped Storage,Store,Spain,215.0,,1994.0,,,42.1543,-7.1887,,0.0,0.0,0.0,{nan},"{'GEM': {'G603423'}, 'JRC': {'JRC-H404'}, 'GPD': {'WRI1007945'}}"
1181,Tavascan Superior,Hydro,Reservoir,Store,Spain,119.0,,1971.0,,,42.646,1.2592,,0.0,0.0,0.0,{nan},"{'GEM': {'G603428'}, 'JRC': {'JRC-H1110', 'JRC-H431'}, 'GPD': {'WRI1007958'}}"
1182,Torrejon,Hydro,Pumped Storage,Store,Spain,132.0,,1967.0,,,39.8356,-5.989,,0.0,0.0,0.0,{nan},"{'GEM': {'G603429'}, 'JRC': {'JRC-H389'}, 'GPD': {'WRI1007974'}}"
1183,Valdecanas,Hydro,Pumped Storage,Store,Spain,249.0,,1964.0,,,39.7785,-5.612,2688.2591093117408,0.0,0.0,0.0,{nan},"{'GEM': {'G603430'}, 'JRC': {'JRC-H176'}, 'GPD': {'WRI1008009'}}"
1191,Cofrentes,Hydro,Reservoir,Store,Spain,244.0,,1951.0,,,39.2468,-1.0939,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'G603392', 'G603391'}, 'JRC': {'JRC-H418'}, 'GPD': {'WRI1006361'}}"
1193,Sallent,Hydro,Pumped Storage,Store,Spain,839.2,,1985.0,,,42.5072,0.9893,7.331838565022421,0.0,0.0,0.0,"{'18WSLTG-12345-0T', '18WSLTB-12345-05'}","{'ENTSOE': {'18WSLTG-12345-0T', '18WSLTB-12345-05'}, 'GEM': {'G603398'}, 'JRC': {'JRC-H69'}}"
1200,Santa Maria De Garona,Nuclear,Steam Turbine,PP,Spain,466.0,,1971.0,,2017.0,42.77501,-3.20701,,0.0,0.0,0.0,{nan},"{'GEM': {'G100000500469'}, 'WIKIPEDIA': {'WIKIPEDIA-170'}, 'GEO': {'GEO-5270'}}"
1201,Jose Cabrera,Nuclear,Steam Turbine,PP,Spain,150.0,,1969.0,,2006.0,40.3478,-2.8889,,0.0,0.0,0.0,{nan},"{'GEM': {'G100000500567'}, 'WIKIPEDIA': {'WIKIPEDIA-169'}, 'GEO': {'GEO-3753'}}"
1217,Azutan,Hydro,Reservoir,Store,Spain,180.0,,1970.0,,,39.7798,-5.0876,,0.0,0.0,0.0,{nan},"{'GEM': {'G603380'}, 'JRC': {'JRC-H272'}, 'GPD': {'WRI1006222'}}"
1218,Barazar,Hydro,Reservoir,Store,Spain,84.0,,1957.0,,,43.0796,-2.7338,,0.0,0.0,0.0,{nan},"{'GEM': {'G603381'}, 'JRC': {'JRC-H600'}, 'GPD': {'WRI1006226'}}"
1219,Belesar,Hydro,Reservoir,Store,Spain,225.0,,1963.0,,,42.627,-7.7135,,0.0,0.0,0.0,{nan},"{'GEM': {'G603382'}, 'JRC': {'JRC-H201', 'JRC-H1361'}, 'GPD': {'WRI1006246'}}"
1220,Canelles,Hydro,Reservoir,Store,Spain,107.0,,1959.0,,,41.9763,0.6116,2675.925925925926,0.0,0.0,0.0,{nan},"{'GEM': {'G603385'}, 'JRC': {'JRC-H477'}, 'GPD': {'WRI1006306'}}"
1221,Castrejon,Hydro,Reservoir,Store,Spain,81.0,,1966.0,,,39.8525,-4.4742,,0.0,0.0,0.0,{nan},"{'GEM': {'G603386'}, 'JRC': {'JRC-H632'}, 'GPD': {'WRI1006319'}}"
1222,Cedillo,Hydro,Reservoir,Store,Spain,500.0,,1976.0,,,39.6641,-7.5401,55.81395348837209,0.0,0.0,0.0,{nan},"{'GEM': {'G604143'}, 'JRC': {'JRC-H66'}, 'GPD': {'WRI1006324'}}"
1223,Riba Roja,Hydro,Reservoir,Store,Spain,264.0,,1969.0,,,41.2417,0.4314,,0.0,0.0,0.0,{nan},"{'GEM': {'G603416'}, 'JRC': {'JRC-H3664'}, 'GPD': {'WRI1007848'}}"
1224,Conso,Hydro,Unknown,Store,Spain,270.0,,1975.0,,,42.1142,-7.209,,0.0,0.0,0.0,{nan},"{'GEM': {'G603393'}, 'JRC': {'JRC-H166'}, 'GPD': {'WRI1006395'}}"
1225,Cornatel,Hydro,Reservoir,Store,Spain,132.0,,1963.0,,,42.4704,-6.8141,,0.0,0.0,0.0,{nan},"{'GEM': {'G603394'}, 'JRC': {'JRC-H422'}, 'GPD': {'WRI1006401'}}"
1226,Eriste,Hydro,Reservoir,Store,Spain,88.0,,1969.0,,,42.589,0.492,,0.0,0.0,0.0,{nan},"{'GEM': {'G603397'}, 'JRC': {'JRC-H621'}, 'GPD': {'WRI1006463'}}"
