id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID
7326,San Esteban Fase,Wind,,PP,Spain,66.47,,,,,42.4171,-7.7498,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1006858'}}
7327,San Pedro,Hydro,,PP,Spain,34.36,,1960.0,,,42.4171,-7.7498,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007878'}}
7328,Seros,Hydro,,PP,Spain,44.24,,1989.0,,,41.4744,0.4534,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1023650'}}
7329,Serra Do Burgo Ampliacion,Wind,,PP,Spain,27.2,,,,,42.25,-7.3833,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007209'}}
7330,Sierra De Guindos,Wind,,PP,Spain,24.7,,,,,39.1452,-1.3288,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007217'}}
7331,Sierra De La Oliva,Wind,,PP,Spain,30.0,,2005.0,,,38.748,-1.1985,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007218'}}
7332,Sierra De La Virgen,Wind,,PP,Spain,53.22,,2005.0,,,41.5406,-1.7166,,0.0,0.0,0.0,"{nan, nan}","{'GPD': {'WRI1007912', 'WRI1007219'}}"
7333,Sierra De Los Baos Pumar,Wind,,PP,Spain,30.6,,2007.0,,,43.4118,-6.2602,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007221'}}
7334,Sierra Del Acebo,Wind,,PP,Spain,17.82,,,,,43.2155,-6.8757,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007229'}}
7335,Sierra Del Oro,Wind,,PP,Spain,26.0,,,,,38.2709,-1.3768,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007683'}}
7336,Sierra Elgea,Wind,,PP,Spain,26.97,,,,,43.0167,-2.7667,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007686'}}
7337,Sierra Gorda,Wind,,PP,Spain,26.4,,,,,38.6137,-1.1147,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007688'}}
7338,Sierra Lacera,Wind,,PP,Spain,76.85,,,,,40.7342,-1.6172,,0.0,0.0,0.0,"{nan, nan}","{'GPD': {'WRI1007236', 'WRI1007691'}}"
7339,Sniace,Natural Gas,CCGT,PP,Spain,93.0,,,,,42.5273,-8.0086,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007923'}}
7340,Sobradelo,Hydro,,PP,Spain,44.25,,1972.0,,,42.4139,-6.9191,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1023652'}}
7343,Tea,Wind,,PP,Spain,48.1,,,,,42.2167,-8.3667,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1006916'}}
7344,Termens,Hydro,,PP,Spain,11.92,,1964.0,,,41.7167,0.7667,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007960'}}
7345,Terradets,Hydro,,PP,Spain,32.32,,1935.0,,,42.0748,0.9162,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007963'}}
7346,Tioxide Europe,Natural Gas,CCGT,PP,Spain,10.0,,2009.0,,,37.2583,-6.9508,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007968'}}
7347,Toran,Hydro,,PP,Spain,13.12,,1963.0,,,42.2312,-7.8303,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007972'}}
7349,Torraspapel Montananesa,Natural Gas,CCGT,PP,Spain,22.0,,,,,41.6561,-0.8773,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007973'}}
7350,Tratamiento De Purines,Waste,,PP,Spain,15.0,,2005.0,,,41.5667,0.5167,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007981'}}
7351,Tratamiento De Purines Osa De La Vega,Waste,,PP,Spain,14.6,,,,,39.6598,-2.76,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007989'}}
7352,Truchas Del Cinca,Natural Gas,CCGT,PP,Spain,23.92,,1999.0,,,42.1519,0.2225,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007994'}}
7353,Turbo Generador Tirme Son Reus,Waste,,PP,Spain,74.80000000000001,,2010.0,,,39.5694,2.6502,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1006520'}}
7354,Valdefuentes,Wind,,PP,Spain,28.0,,2009.0,,,37.5076,-7.2704,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007714'}}
7355,Valparaiso,Wind,,PP,Spain,41.25,,,,,42.0228,-6.3303,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1006882'}}
7356,Vertedero Del Garraf,Waste,,PP,Spain,12.444,,,,,41.3888,2.159,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1008026'}}
7357,Vetejar,Oil,,PP,Spain,12.9,,2010.0,,,42.702,0.7956,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1008027'}}
7358,Vielha,Hydro,,PP,Spain,21.86,,1947.0,,,42.702,0.7956,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1008028'}}
7359,Villacastin,Wind,,PP,Spain,14.52,,2000.0,,,40.7796,-4.4136,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1007724'}}
7360,Yecla,Wind,,PP,Spain,49.2,,,,,38.6137,-1.1147,,0.0,0.0,0.0,{nan},{'GPD': {'WRI1008037'}}
7364,Aigues Del Brugent,Hydro,Run-Of-River,PP,Spain,0.046,,,,,42.0254435052899,2.58872833600537,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3634'}}
7369,Aliguer,Hydro,Run-Of-River,PP,Spain,0.296,,,,,42.1516879405137,2.20241743327746,,0.0,4.36,0.0,{nan},{'JRC': {'JRC-H3569'}}
7372,Ametlla De Merola,Hydro,Run-Of-River,PP,Spain,1.249,,,,,41.9080753385051,1.88135959558212,,0.0,15.39,0.0,{nan},{'JRC': {'JRC-H3508'}}
7375,Arenys Emporda,Hydro,Run-Of-River,PP,Spain,0.272,,,,,42.1601174127035,2.95751103277151,,0.0,8.0,0.0,{nan},{'JRC': {'JRC-H3661'}}
7380,Aurora,Hydro,Run-Of-River,PP,Spain,0.265,,,,,42.0008619575549,2.82345309331854,,0.0,5.45,0.0,{nan},{'JRC': {'JRC-H3656'}}
7389,Barrios De Luna Mora Luna,Hydro,Reservoir,Store,Spain,38.0,,,,,42.466999,-5.883,6631.578947368421,308.0,300.3,252000.0,{nan},{'JRC': {'JRC-H1005'}}
7394,Beget,Hydro,Run-Of-River,PP,Spain,0.095,,,,,42.3213042368923,2.48036282667062,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3620'}}
7398,Berga,Hydro,Run-Of-River,PP,Spain,1.1800000000000002,,,,,42.08786295809486,1.861264610208785,,0.0,30.03,0.0,"{nan, nan}","{'JRC': {'JRC-H3483', 'JRC-H3498'}}"
7399,Berga Benjac Canal Industrial De Berga,Hydro,Run-Of-River,PP,Spain,2.924,,,,,42.0844403552146,1.8776619061035,,0.0,157.55,0.0,{nan},{'JRC': {'JRC-H3505'}}
7400,Berga Can Turo,Hydro,Run-Of-River,PP,Spain,0.411,,,,,42.1034982503597,1.85221846530952,,0.0,22.4,0.0,{nan},{'JRC': {'JRC-H3482'}}
7401,Bescano,Hydro,Run-Of-River,PP,Spain,1.176,,,,,41.9685198230008,2.71976308626142,,0.0,9.73,0.0,{nan},{'JRC': {'JRC-H3645'}}
7406,Bonmati,Hydro,Run-Of-River,PP,Spain,0.7,,,,,41.967423497602,2.66987649305762,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3643'}}
7407,Borgonya,Hydro,Run-Of-River,PP,Spain,0.65,,,,,42.0634335359131,2.24220018640203,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3585'}}
7408,Brandia,Hydro,Run-Of-River,PP,Spain,0.62,,,,,42.2544729480094,2.35032195167414,,0.0,24.5,0.0,{nan},{'JRC': {'JRC-H3609'}}
7414,Brutau,Hydro,Run-Of-River,PP,Spain,3.095,,,,,42.32531908041015,2.32935348467556,,0.0,17.7,0.0,"{nan, nan}","{'JRC': {'JRC-H3604', 'JRC-H3608'}}"
7421,Ca Afou,Hydro,Run-Of-River,PP,Spain,0.08,,,,,41.5114500586392,1.7025121111907,,0.0,13.84,0.0,{nan},{'JRC': {'JRC-H3451'}}
7422,Ca Artigas Ch Carburs,Hydro,Run-Of-River,PP,Spain,0.58,,,,,42.2521442315765,1.97569777113597,,0.0,60.0,0.0,{nan},{'JRC': {'JRC-H3537'}}
7423,Cabrianes,Hydro,Run-Of-River,PP,Spain,0.333,,,,,41.78705201519181,1.9037742305301548,,0.0,13.65,0.0,"{nan, nan}","{'JRC': {'JRC-H3530', 'JRC-H3529'}}"
7424,Cal Bassacs,Hydro,Run-Of-River,PP,Spain,0.3,,,,,42.0223508769258,1.88605015469808,,0.0,9.32,0.0,{nan},{'JRC': {'JRC-H3520'}}
7425,Cal Carne,Hydro,Run-Of-River,PP,Spain,0.2605,,,,,41.6802727103891,1.84736029274732,,0.0,6.0,0.0,{nan},{'JRC': {'JRC-H3472'}}
7426,Cal Cavaller,Hydro,Run-Of-River,PP,Spain,0.296,,,,,41.7900105217599,1.77832561896286,,0.0,7.4,0.0,{nan},{'JRC': {'JRC-H3461'}}
7427,Cal Escola,Hydro,Run-Of-River,PP,Spain,0.22,,,,,42.0036011155669,2.24462531728523,,0.0,3.939,0.0,{nan},{'JRC': {'JRC-H3587'}}
7428,Cal Espona,Hydro,Run-Of-River,PP,Spain,0.5,,,,,42.2355491245771,2.286380015141,,0.0,23.15,0.0,{nan},{'JRC': {'JRC-H3598'}}
7429,Cal Gat,Hydro,Run-Of-River,PP,Spain,0.6,,,,,42.2237379253081,2.25737125784135,,0.0,16.33,0.0,{nan},{'JRC': {'JRC-H3594'}}
7430,Cal Jover,Hydro,Run-Of-River,PP,Spain,0.305,,,,,41.8316909161511,1.74136899450052,,0.0,6.818,0.0,{nan},{'JRC': {'JRC-H3456'}}
7431,Cal Metre,Hydro,Run-Of-River,PP,Spain,0.428,,,,,42.0359836891654,1.88204272392812,,0.0,11.2,0.0,{nan},{'JRC': {'JRC-H3512'}}
7432,Cal Prat,Hydro,Run-Of-River,PP,Spain,0.72,,,,,41.9869008133899,1.8859924081954,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3519'}}
7433,Cal Riera,Hydro,Run-Of-River,PP,Spain,0.426,,,,,41.929818479165,1.88055760996666,,0.0,6.41,0.0,{nan},{'JRC': {'JRC-H3507'}}
7437,Campdora,Hydro,Run-Of-River,PP,Spain,0.393,,,,,42.0268461534183,2.82943319795157,,0.0,6.3,0.0,{nan},{'JRC': {'JRC-H3657'}}
7439,Can Balet Vendrell Sala,Hydro,Run-Of-River,PP,Spain,1.26,,,,,41.66295640350189,1.86178232026629,,0.0,10.8,0.0,"{nan, nan}","{'JRC': {'JRC-H3487', 'JRC-H3479'}}"
7440,Can Benet,Hydro,Run-Of-River,PP,Spain,0.075,,,,,42.2596937743284,2.28333141174129,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3597'}}
7441,Can Blanc,Hydro,Run-Of-River,PP,Spain,0.107,,,,,42.048224587691,2.25782400526985,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3593'}}
7442,Can Borras,Hydro,Run-Of-River,PP,Spain,0.08,,,,,41.7450812663647,1.80801745670431,,0.0,8.0,0.0,{nan},{'JRC': {'JRC-H3466'}}
7443,Can Bota La Cubia,Hydro,Run-Of-River,PP,Spain,0.128,,,,,41.5156818188547,1.69679515610118,,0.0,10.9,0.0,{nan},{'JRC': {'JRC-H3449'}}
7444,Can Bros,Hydro,Run-Of-River,PP,Spain,0.8875,,,,,41.4962131631099,1.92169768566663,,0.0,6.4585,0.0,{nan},{'JRC': {'JRC-H3533'}}
7445,Can Canals,Hydro,Run-Of-River,PP,Spain,0.134,,,,,41.7602785382095,1.78933127682512,,0.0,6.01,0.0,{nan},{'JRC': {'JRC-H3463'}}
7446,Can Carlot,Hydro,Run-Of-River,PP,Spain,0.205,,,,,42.210902940818,2.63911212777387,,0.0,7.5,0.0,{nan},{'JRC': {'JRC-H3641'}}
7447,Can Gallifa,Hydro,Run-Of-River,PP,Spain,0.115,,,,,41.7440569498709,1.80738698142066,,0.0,8.0,0.0,{nan},{'JRC': {'JRC-H3464'}}
7448,Can Grido,Hydro,Run-Of-River,PP,Spain,0.28,,,,,42.2184009014516,2.53753557161045,,0.0,17.5,0.0,{nan},{'JRC': {'JRC-H3627'}}
7449,Can Llanes,Hydro,Run-Of-River,PP,Spain,0.25,,,,,41.9985020619757,2.29393684663673,,0.0,1.9,0.0,{nan},{'JRC': {'JRC-H3601'}}
7450,Can Noguera,Hydro,Run-Of-River,PP,Spain,0.282,,,,,42.21285006911085,2.16823498907499,,0.0,19.85,0.0,"{nan, nan}","{'JRC': {'JRC-H3552', 'JRC-H3553'}}"
7451,Can Parareda,Hydro,Run-Of-River,PP,Spain,0.05,,,,,42.2552196620934,1.84891336624568,,0.0,6.56,0.0,{nan},{'JRC': {'JRC-H3481'}}
7452,Can Riera Moliner,Hydro,Run-Of-River,PP,Spain,0.6,,,,,41.7755881049411,2.3956428541556,,0.0,228.29,0.0,{nan},{'JRC': {'JRC-H3616'}}
7453,Can Sastre Nova,Hydro,Run-Of-River,PP,Spain,0.4,,,,,42.0052183105425,1.57046887391298,,0.0,18.64,0.0,{nan},{'JRC': {'JRC-H3436'}}
7454,Can Sedo,Hydro,Run-Of-River,PP,Spain,0.5,,,,,41.5484020495,1.87296657499226,,0.0,4.808,0.0,{nan},{'JRC': {'JRC-H3493'}}
7455,Can Sorribes,Hydro,Run-Of-River,PP,Spain,0.359,,,,,42.2095938091556,2.58740263605936,,0.0,24.4,0.0,{nan},{'JRC': {'JRC-H3633'}}
7456,Can Tarres,Hydro,Run-Of-River,PP,Spain,0.3,,,,,42.0414322347355,2.25482203066165,,0.0,3.04,0.0,{nan},{'JRC': {'JRC-H3590'}}
7457,Can Xaudiera,Hydro,Run-Of-River,PP,Spain,0.05888,,,,,42.2194562561973,2.56086407422763,,0.0,11.27,0.0,{nan},{'JRC': {'JRC-H3631'}}
7458,Captacio Simats,Hydro,Run-Of-River,PP,Spain,0.122,,,,,41.7073286127451,1.84099955408143,,0.0,5.513,0.0,{nan},{'JRC': {'JRC-H3469'}}
7459,Carburos,Hydro,Run-Of-River,PP,Spain,1.0,,,,,42.3103055326519,2.17069022702002,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3558'}}
7460,Carburos Montesquiu,Hydro,Run-Of-River,PP,Spain,1.083,,,,,42.1132664372816,2.20887481607928,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3574'}}
7462,Casa Torres Amat,Hydro,Run-Of-River,PP,Spain,0.036,,,,,41.8242249935768,1.89364570448893,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3525'}}
7463,Catex Moli,Hydro,Run-Of-River,PP,Spain,0.125,,,,,41.5353877172361,1.89160556276344,,0.0,5.67,0.0,{nan},{'JRC': {'JRC-H3513'}}
7464,Central De Embassament De Darnius Boadella,Hydro,Reservoir,Store,Spain,3.58,,,,,42.3403842932889,2.83505878962546,,60.18,0.0,0.0,{nan},{'JRC': {'JRC-H3659'}}
7465,Central De Embassament De La Baells,Hydro,Reservoir,Store,Spain,6.95,,,,,42.118262353516,1.8798354136335,,109.43,100.0,0.0,{nan},{'JRC': {'JRC-H3510'}}
7466,Central De Embassament De Pasteral,Hydro,Reservoir,Store,Spain,94.87,,,,,41.9849381413011,2.5857839511126546,,234.21,191.4,0.0,"{nan, nan}","{'JRC': {'JRC-H3632', 'JRC-H3636'}}"
7467,Central De Embassament De Sant Ponc,Hydro,Reservoir,Store,Spain,2.235,,,,,41.962683289925,1.60505174370879,,24.38,0.0,0.0,{nan},{'JRC': {'JRC-H3441'}}
7485,Ch Barat,Hydro,Run-Of-River,PP,Spain,0.104,,,,,42.1258593921907,1.6509588755203,,0.0,19.0,0.0,{nan},{'JRC': {'JRC-H3443'}}
7486,Ch Gallifa Filatures Marquet Grup,Hydro,Run-Of-River,PP,Spain,0.75,,,,,42.0201979805418,2.2511566002072,,0.0,10.35,0.0,{nan},{'JRC': {'JRC-H3589'}}
7487,Ch Pasteral,Hydro,Run-Of-River,PP,Spain,1.685,,,,,41.9762882769633,2.62374661469275,,0.0,14.0,0.0,{nan},{'JRC': {'JRC-H3639'}}
7488,Chanza,Hydro,Reservoir,Store,Spain,5.0,,,,,37.5586685,-7.520417,,170.0,85.0,0.0,{nan},{'JRC': {'JRC-H2013'}}
7492,Ciments Collet,Hydro,Run-Of-River,PP,Spain,0.08832,,,,,42.2159937648529,1.86748438395529,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3497'}}
7496,Clot Del Moro,Hydro,Run-Of-River,PP,Spain,2.6,,,,,42.2605339978668,1.97929620809035,,0.0,321.69,0.0,{nan},{'JRC': {'JRC-H3539'}}
7498,Colonia Bures,Hydro,Run-Of-River,PP,Spain,0.9,,,,,41.6396702079166,1.85647702210667,,0.0,8.25,0.0,{nan},{'JRC': {'JRC-H3475'}}
7499,Colonia Cal Pons,Hydro,Run-Of-River,PP,Spain,1.26,,,,,41.9647487159993,1.88454412355516,,0.0,13.78,0.0,{nan},{'JRC': {'JRC-H3514'}}
7500,Colonia Cal Vidal,Hydro,Run-Of-River,PP,Spain,0.7,,,,,41.9410003941708,1.88012076300432,,0.0,16.25,0.0,{nan},{'JRC': {'JRC-H3504'}}
7501,Colonia Can Guixa,Hydro,Run-Of-River,PP,Spain,0.515,,,,,42.098656839748,2.22586614051695,,0.0,6.29,0.0,{nan},{'JRC': {'JRC-H3577'}}
7502,Colonia Fabregas,Hydro,Run-Of-River,PP,Spain,0.3576,,,,,42.290887746708,2.16193242130647,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3544'}}
7503,Colonia Herand,Hydro,Run-Of-River,PP,Spain,0.5660000000000001,,,,,42.2431666467143,2.16474600745792,,0.0,22.0,0.0,"{nan, nan}","{'JRC': {'JRC-H3548', 'JRC-H3545'}}"
7504,Colonia Jorba,Hydro,Run-Of-River,PP,Spain,0.075,,,,,41.7587199776158,1.93478056304755,,0.0,15.0,0.0,{nan},{'JRC': {'JRC-H3534'}}
7505,Colonia Marcal,Hydro,Run-Of-River,PP,Spain,0.47064,,,,,41.956271255567,1.88153063105275,,0.0,10.915,0.0,{nan},{'JRC': {'JRC-H3509'}}
7506,Colonia Molinou,Hydro,Run-Of-River,PP,Spain,0.232,,,,,42.2354257241083,2.16782951748389,,0.0,10.3,0.0,{nan},{'JRC': {'JRC-H3551'}}
7507,Colonia Monegal,Hydro,Run-Of-River,PP,Spain,0.34,,,,,42.0462279242281,1.87323568888747,,0.0,7.23,0.0,{nan},{'JRC': {'JRC-H3501'}}
7508,Colonia Soldevila,Hydro,Run-Of-River,PP,Spain,0.289,,,,,41.8844052841703,1.88685885570068,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3516'}}
7509,Colonia Valls,Hydro,Run-Of-River,PP,Spain,0.377,,,,,41.8472150350731,1.71987646503703,,0.0,13.53,0.0,{nan},{'JRC': {'JRC-H3454'}}
7510,Colonia Viladomiu Vell,Hydro,Run-Of-River,PP,Spain,0.48,,,,,42.0079250628077,1.8853841158531,,0.0,7.17,0.0,{nan},{'JRC': {'JRC-H3517'}}
7511,Colonia Vilaseca,Hydro,Run-Of-River,PP,Spain,0.31,,,,,42.0589224891108,2.25476259961955,,0.0,6.46,0.0,{nan},{'JRC': {'JRC-H3591'}}
7512,Colonia Ymbern,Hydro,Run-Of-River,PP,Spain,0.232,,,,,42.0558489941408,2.24340220092091,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3586'}}
7513,Comamala,Hydro,Run-Of-River,PP,Spain,0.1,,,,,42.2316007476241,2.28146795718789,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3596'}}
7514,Contreras,Hydro,Reservoir,Store,Spain,75.0,,,,,39.545417,-1.502917,7.32,852.0,236.46465951673343,549.0,{nan},{'JRC': {'JRC-H638'}}
7519,Cruanyes,Hydro,Run-Of-River,PP,Spain,0.20755,,,,,42.3196384651854,2.38069479695945,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3615'}}
7529,Dolcet,Hydro,Run-Of-River,PP,Spain,0.209,,,,,41.9970088631884,2.26553102075241,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3595'}}
7536,Dusol,Hydro,Run-Of-River,PP,Spain,0.04,,,,,42.0615949595963,2.53205186606255,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3626'}}
7553,El Borras,Hydro,Run-Of-River,PP,Spain,0.504,,,,,41.6281629676337,1.85957357202821,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3478'}}
7554,El Cairat,Hydro,Run-Of-River,PP,Spain,2.307,,,,,41.5707980278429,1.86424139806674,,0.0,23.23,0.0,{nan},{'JRC': {'JRC-H3486'}}
7555,El Carbur De Dalt,Hydro,Run-Of-River,PP,Spain,0.628,,,,,42.1225357421406,2.2052148406169,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3571'}}
7556,El Collet De Vallcebre,Hydro,Run-Of-River,PP,Spain,0.495,,,,,42.2173048691287,1.86618879578457,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3495'}}
7557,El Martinet,Hydro,Run-Of-River,PP,Spain,0.09,,,,,42.2222910730322,2.16981955772155,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3555'}}
7558,El Moli De Espona,Hydro,Run-Of-River,PP,Spain,0.3,,,,,42.073990569687,2.23158168048233,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3580'}}
7559,El Moli De Girona,Hydro,Run-Of-River,PP,Spain,0.188,,,,,41.9834332407621,2.8229338845129,,0.0,3.55,0.0,{nan},{'JRC': {'JRC-H3653'}}
7560,El Moli De Les Fonts Del Llobregat,Hydro,Run-Of-River,PP,Spain,0.0665999999999999,,,,,42.281625820572,2.01215061829452,,0.0,7.5,0.0,{nan},{'JRC': {'JRC-H3540'}}
7561,El Moli De Queralbs,Hydro,Run-Of-River,PP,Spain,0.7,,,,,42.3463420497052,2.1661738716563,,0.0,44.65,0.0,{nan},{'JRC': {'JRC-H3550'}}
7562,El Moli De Vilamala,Hydro,Run-Of-River,PP,Spain,0.022,,,,,42.063279335027,2.55010906467354,,0.0,13.0,0.0,{nan},{'JRC': {'JRC-H3628'}}
7563,El Moli Espinavell,Hydro,Run-Of-River,PP,Spain,0.015,,,,,42.3799041235213,2.39362271121294,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3617'}}
7564,El Pont Vell,Hydro,Run-Of-River,PP,Spain,0.2,,,,,41.7531953508958,1.8925089200539,,0.0,4.57,0.0,{nan},{'JRC': {'JRC-H3523'}}
7565,El Roig,Hydro,Run-Of-River,PP,Spain,0.56,,,,,42.1706321356746,2.19780884106751,,0.0,9.95,0.0,{nan},{'JRC': {'JRC-H3568'}}
7572,Els Carburos,Hydro,Run-Of-River,PP,Spain,0.24,,,,,41.6926911020997,1.85978026482226,,0.0,6.12,0.0,{nan},{'JRC': {'JRC-H3484'}}
7573,Els Condals,Hydro,Run-Of-River,PP,Spain,0.25,,,,,41.6975665487567,1.84472008296474,,0.0,6.39,0.0,{nan},{'JRC': {'JRC-H3470'}}
7574,Els Torrents,Hydro,Run-Of-River,PP,Spain,0.132,,,,,41.6844444513416,1.83589536954349,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H3468'}}
7582,Escala En Botei,Hydro,Run-Of-River,PP,Spain,0.728,,,,,42.1543753221591,2.20942816422434,,0.0,10.353,0.0,{nan},{'JRC': {'JRC-H3575'}}
7583,Esponella,Hydro,Run-Of-River,PP,Spain,0.14,,,,,42.178194210206,2.79788385889383,,0.0,4.9,0.0,{nan},{'JRC': {'JRC-H3652'}}
7585,Est Iig,Hydro,Reservoir,Store,Spain,177.0,,,,,42.414001,-7.6496,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H280'}}
7592,Fabrica Antius,Hydro,Run-Of-River,PP,Spain,0.276,,,,,41.8058023103972,1.76094387385543,,0.0,7.31,0.0,{nan},{'JRC': {'JRC-H3459'}}
7593,Fabrica De Pastes,Hydro,Run-Of-River,PP,Spain,0.064,,,,,42.3027421247865,2.16719834400964,,0.0,8.79,0.0,{nan},{'JRC': {'JRC-H3554'}}
7594,Fabrica Del Mig,Hydro,Run-Of-River,PP,Spain,0.08,,,,,41.7445667271599,1.80790671025359,,0.0,8.0,0.0,{nan},{'JRC': {'JRC-H3465'}}
7595,Fabrica Del Monegal,Hydro,Run-Of-River,PP,Spain,0.18,,,,,42.14176021938505,1.599142530780005,,0.0,0.0,0.0,"{nan, nan}","{'JRC': {'JRC-H3440', 'JRC-H3439'}}"
7596,Fabrica Del Riu,Hydro,Run-Of-River,PP,Spain,0.081,,,,,41.7485573200303,1.89724318610029,,0.0,3.34,0.0,{nan},{'JRC': {'JRC-H3527'}}
7597,Fabrica Electricitat Jorba,Hydro,Run-Of-River,PP,Spain,0.48,,,,,41.7648585868239,1.9421378085943,,0.0,72.74,0.0,{nan},{'JRC': {'JRC-H3535'}}
7598,Fabrica Nova,Hydro,Run-Of-River,PP,Spain,0.145,,,,,41.7831195154008,1.78079097751877,,0.0,5.0,0.0,{nan},{'JRC': {'JRC-H3462'}}
7599,Fabrica Vella,Hydro,Run-Of-River,PP,Spain,0.232,,,,,41.8370421951205,1.7480808799724,,0.0,8.0,0.0,{nan},{'JRC': {'JRC-H3457'}}
7602,Feitus,Hydro,Run-Of-River,PP,Spain,0.259,,,,,42.3254019876208,2.34496855657354,,0.0,90.97,0.0,{nan},{'JRC': {'JRC-H3607'}}
7603,Filats Rusinol,Hydro,Run-Of-River,PP,Spain,0.24,,,,,41.9955310467904,2.25841241320692,,0.0,5.1,0.0,{nan},{'JRC': {'JRC-H3592'}}
7604,Filatures Forcada,Hydro,Run-Of-River,PP,Spain,0.261,,,,,41.900219937771,1.88582470364053,,0.0,4.0,0.0,{nan},{'JRC': {'JRC-H3515'}}
7605,Finca Cortes,Hydro,Run-Of-River,PP,Spain,0.204,,,,,41.7966457686489,1.77384250625259,,0.0,6.0,0.0,{nan},{'JRC': {'JRC-H3460'}}
7610,Folcra,Hydro,Run-Of-River,PP,Spain,0.62,,,,,42.2472965157443,2.31952164585121,,0.0,26.06,0.0,{nan},{'JRC': {'JRC-H3605'}}
7611,Font Del Riu,Hydro,Run-Of-River,PP,Spain,0.287,,,,,41.6507895346134,1.85966691321688,,0.0,3.0,0.0,{nan},{'JRC': {'JRC-H3480'}}
7621,Galobart,Hydro,Run-Of-River,PP,Spain,0.581,,,,,41.763976763207,1.90568897746678,,0.0,6.54,0.0,{nan},{'JRC': {'JRC-H3531'}}
7623,Garcia De Sola,Hydro,Reservoir,Store,Spain,56.0,,,,,39.145417,-5.18625,0.6785714285714286,554.0,25.17139734375517,38.0,{nan},{'JRC': {'JRC-H771'}}
7640,Gobantes,Hydro,Pumped Storage,Store,Spain,3.34,,,,,36.95558,-4.798108,,0.0,0.0,0.0,{nan},{'JRC': {'JRC-H2094'}}
7645,Granja Escrigas,Hydro,Run-Of-River,PP,Spain,0.00736,,,,,42.0046349049697,1.98101817326043,,0.0,8.8,0.0,{nan},{'JRC': {'JRC-H3538'}}
7646,Greens,Hydro,Run-Of-River,PP,Spain,0.91,,,,,42.2056401304083,2.19531886500227,,0.0,30.51,0.0,{nan},{'JRC': {'JRC-H3566'}}
7648,Grober,Hydro,Run-Of-River,PP,Spain,0.808,,,,,41.9692375886153,2.73373572554129,,0.0,8.58,0.0,{nan},{'JRC': {'JRC-H3646'}}
